,TEAM,TEAM A,TEAM B,TEAM C,TEAM D,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
0,DAVIDSON,CZERAPOWICZ.CHRIS,DRONEY.TOM,KALINOSKI.TYLER,SULLIVAN.BRIAN,389:12,631.8,64.4648,0.02,0.024,0.63,1.1317,0.92,1.1076,0.11,0.5397,0.84,0.4188,0.79,0.1567,0.92,0.2883,0.51,0.3069,0.26,0.5443,0.11,0.2247,0.99,0.2042,0.85,0.3232,0.11,0.4454,0.03
1,DAVIDSON,BROOKS.DE'MON,DRONEY.TOM,KALINOSKI.TYLER,SULLIVAN.BRIAN,370:19,602.84,64.4022,0.02,0.1838,0.97,1.2507,0.99,1.0669,0.31,0.5915,0.99,0.3892,0.62,0.1659,0.85,0.3345,0.89,0.3584,0.71,0.5082,0.5,0.2265,0.99,0.1767,0.36,0.308,0.23,0.3878,0.18
2,DAVIDSON,BROOKS.DE'MON,CZERAPOWICZ.CHRIS,DRONEY.TOM,KALINOSKI.TYLER,313:56,500.8,63.4173,0.01,0.2336,0.99,1.222,0.99,0.9884,0.89,0.6016,0.99,0.3858,0.6,0.1777,0.62,0.3319,0.87,0.274,0.07,0.4863,0.82,0.2344,0.99,0.1993,0.77,0.2988,0.34,0.3666,0.29
3,DAVIDSON,BROOKS.DE'MON,CZERAPOWICZ.CHRIS,KALINOSKI.TYLER,SULLIVAN.BRIAN,301:44,483.64,62.9714,0.01,0.2227,0.99,1.2613,0.99,1.0386,0.5,0.592,0.99,0.3977,0.69,0.1468,0.97,0.332,0.87,0.3011,0.22,0.527,0.24,0.1973,0.99,0.2133,0.92,0.3058,0.27,0.3568,0.34
4,DAVIDSON,BROOKS.DE'MON,CZERAPOWICZ.CHRIS,DRONEY.TOM,SULLIVAN.BRIAN,295:24,467.96,63.059,0.01,0.1731,0.97,1.2052,0.99,1.0321,0.55,0.5837,0.99,0.3971,0.69,0.1645,0.87,0.3219,0.82,0.2608,0.04,0.504,0.58,0.2143,0.99,0.1947,0.69,0.3073,0.23,0.3677,0.28
5,DAVIDSON,BROOKS.DE'MON,GIBBS.JACK,KALINOSKI.TYLER,SULLIVAN.BRIAN,114:56,204.44,69.4035,0.5,0.1757,0.97,1.3109,0.99,1.1352,0.04,0.5698,0.96,0.3372,0.22,0.1125,0.99,0.35,0.96,0.5872,0.99,0.5738,0.01,0.2953,0.99,0.1988,0.76,0.3038,0.3,0.4295,0.05
6,DAVIDSON,BELFORD.JAKE,DRONEY.TOM,KALINOSKI.TYLER,SULLIVAN.BRIAN,104:38,180.84,69.5,0.52,0.0038,0.54,1.1281,0.92,1.1243,0.05,0.5131,0.55,0.4967,0.98,0.1438,0.98,0.2604,0.27,0.3987,0.9,0.5156,0.39,0.2344,0.99,0.1772,0.37,0.2805,0.58,0.7734,0.01
7,DAVIDSON,CZERAPOWICZ.CHRIS,GIBBS.JACK,KALINOSKI.TYLER,SULLIVAN.BRIAN,104:27,180.04,69.3231,0.49,0.1802,0.97,1.2886,0.99,1.1084,0.1,0.5696,0.96,0.4557,0.92,0.0889,0.99,0.2556,0.22,0.4177,0.96,0.5556,0.05,0.2222,0.99,0.2051,0.86,0.2949,0.39,0.3542,0.35
8,DAVIDSON,BROOKS.DE'MON,DRONEY.TOM,GIBBS.JACK,KALINOSKI.TYLER,96:25,167.44,68.9083,0.42,0.2152,0.98,1.1765,0.98,0.9613,0.95,0.6087,0.99,0.3565,0.37,0.2269,0.02,0.2969,0.6,0.6609,0.99,0.4343,0.99,0.2993,0.98,0.1531,0.06,0.2444,0.92,0.3869,0.18
9,DAVIDSON,BELFORD.JAKE,CZERAPOWICZ.CHRIS,KALINOSKI.TYLER,SULLIVAN.BRIAN,94:21,161.2,67.0043,0.19,0.0603,0.75,1.1663,0.98,1.1059,0.12,0.4931,0.33,0.5172,0.99,0.1241,0.99,0.3182,0.79,0.3793,0.83,0.5364,0.17,0.2091,0.99,0.2342,0.99,0.3333,0.06,0.5727,0.01
10,DAVIDSON,CZERAPOWICZ.CHRIS,DRONEY.TOM,GIBBS.JACK,KALINOSKI.TYLER,89:42,147.92,67.9191,0.31,0.3635,0.99,1.2642,0.99,0.9007,0.99,0.649,0.99,0.3269,0.16,0.2096,0.07,0.3091,0.71,0.6538,0.99,0.3969,0.99,0.3511,0.74,0.149,0.05,0.2421,0.93,0.4046,0.12
11,DAVIDSON,CZERAPOWICZ.CHRIS,KALINOSKI.TYLER,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,88:49,147.08,68.3273,0.36,-0.1266,0.1,1.0131,0.32,1.1396,0.03,0.4961,0.37,0.4409,0.86,0.1564,0.92,0.2208,0.04,0.252,0.03,0.536,0.18,0.224,0.99,0.1889,0.59,0.3284,0.08,0.392,0.16
