,TEAM,TEAM A,TEAM B,TEAM C,TEAM D,TEAM E,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
0,DAVIDSON,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,304:54,513.2,65.0105,0.04,0.2275,0.99,1.1496,0.96,0.9222,0.99,0.5864,0.99,0.47,0.96,0.1617,0.89,0.2165,0.04,0.2419,0.01,0.4545,0.98,0.4498,0.03,0.1705,0.26,0.2218,0.98,0.201,0.99
1,DAVIDSON,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,132:37,222.28,65.8727,0.07,0.0331,0.67,1.0167,0.33,0.9836,0.9,0.4538,0.03,0.3897,0.62,0.153,0.95,0.2698,0.32,0.3179,0.35,0.4607,0.97,0.3483,0.75,0.1788,0.39,0.2797,0.6,0.3764,0.23
2,DAVIDSON,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,107:48,174.32,67.2748,0.22,0.2462,0.99,1.3022,0.99,1.056,0.37,0.662,0.99,0.3521,0.34,0.1549,0.94,0.2571,0.24,0.3732,0.8,0.5316,0.21,0.4684,0.01,0.1401,0.01,0.172,0.99,0.2532,0.95
3,DAVIDSON,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,78:21,121.4,61.9179,0.01,0.1952,0.97,1.1862,0.99,0.991,0.87,0.5808,0.98,0.4848,0.98,0.1483,0.97,0.2075,0.03,0.3535,0.67,0.4491,0.98,0.3889,0.34,0.1666,0.21,0.3143,0.16,0.2963,0.77
4,DAVIDSON,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,69:59,125.24,68.858,0.41,-0.1388,0.07,0.9741,0.14,1.1129,0.08,0.5096,0.51,0.5192,0.99,0.2395,0.01,0.2903,0.53,0.2019,0.01,0.5255,0.26,0.3673,0.58,0.1603,0.12,0.2963,0.37,0.2857,0.83
5,DAVIDSON,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,65:22,106.92,69.0831,0.43,-0.114,0.13,0.8979,0.01,1.0119,0.73,0.467,0.07,0.5275,0.99,0.2338,0.01,0.2742,0.38,0.1978,0.01,0.511,0.47,0.4286,0.09,0.1531,0.06,0.1525,0.99,0.4396,0.04
6,DAVIDSON,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,41:13,65.04,66.4,0.11,0.2845,0.99,1.0301,0.44,0.7456,0.99,0.5088,0.5,0.4211,0.8,0.123,0.99,0.2,0.02,0.2807,0.1,0.3917,0.99,0.3667,0.59,0.2251,0.98,0.2105,0.99,0.1167,0.99
7,DAVIDSON,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,34:20,52.16,65.9294,0.07,0.1316,0.95,1.0161,0.33,0.8845,0.99,0.4457,0.02,0.5652,0.99,0.1725,0.72,0.3,0.63,0.3043,0.25,0.4184,0.99,0.5102,0.01,0.1502,0.05,0.1765,0.99,0.3673,0.28
8,DAVIDSON,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,PRITCHETT.KISHAWN,29:03,44.48,62.9793,0.01,-0.0794,0.22,0.9667,0.1,1.0461,0.43,0.4231,0.01,0.4103,0.76,0.1349,0.99,0.2857,0.48,0.4359,0.98,0.5263,0.25,0.3947,0.28,0.2348,0.99,0.3182,0.14,0.2895,0.82
9,DAVIDSON,COLLINS.CARTER,FRAMPTON.LUKE,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,23:30,36.96,65.7043,0.07,0.2095,0.98,1.2716,0.99,1.0622,0.32,0.629,0.99,0.4516,0.9,0.1623,0.89,0.2667,0.3,0.2903,0.15,0.5536,0.06,0.4286,0.09,0.2332,0.99,0.2941,0.39,0.5357,0.01
10,DAVIDSON,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,PRITCHETT.KISHAWN,22:59,39.08,73.4545,0.93,-0.0343,0.34,0.9724,0.13,1.0067,0.76,0.4605,0.05,0.5263,0.99,0.0768,0.99,0.2,0.02,0.1842,0.01,0.5714,0.01,0.4643,0.01,0.2637,0.99,0.1875,0.99,0.4643,0.01
11,DAVIDSON,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,22:14,40.56,79.0182,0.99,0.4069,0.99,1.356,0.99,0.9491,0.96,0.5625,0.95,0.5938,0.99,0.0986,0.99,0.3158,0.76,0.75,0.99,0.3625,0.99,0.575,0.01,0.1079,0.01,0.2258,0.97,0.475,0.01
12,DAVIDSON,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNSSON.JONAXEL,PRITCHETT.KISHAWN,21:29,35.64,69.1048,0.45,-0.2117,0.01,0.9259,0.03,1.1376,0.04,0.5556,0.94,0.2963,0.07,0.2245,0.02,0.1333,0.01,0.2222,0.01,0.5,0.64,0.6,0.01,0.1083,0.01,0.2381,0.94,0.6,0.01
13,DAVIDSON,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,PRITCHETT.KISHAWN,21:23,32.76,64.9143,0.03,-0.2019,0.01,0.7021,0.01,0.904,0.99,0.3167,0.01,0.3667,0.48,0.0305,0.99,0.0,0.01,0.1333,0.01,0.3529,0.99,0.4706,0.01,0.1977,0.74,0.4348,0.01,0.2941,0.78
14,DAVIDSON,BRAJKOVIC.LUKA,COLLINS.CARTER,CZERAPOWICZ.DAVID,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,19:15,31.4,62.8632,0.01,0.0692,0.75,0.9873,0.19,0.9181,0.99,0.5227,0.68,0.4545,0.92,0.1911,0.34,0.0769,0.01,0.4545,0.99,0.4167,0.99,0.4,0.24,0.2119,0.91,0.45,0.01,0.1,0.99
15,DAVIDSON,EKWU.NATHAN,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,17:59,31.32,70.4,0.69,0.4581,0.99,1.4049,0.99,0.9467,0.97,0.7593,0.99,0.2963,0.07,0.2235,0.02,0.4,0.99,0.1111,0.01,0.4348,0.99,0.3043,0.98,0.3156,0.99,0.5,0.01,0.3478,0.38
16,DAVIDSON,BRAJKOVIC.LUKA,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,17:43,29.76,71.7176,0.83,0.274,0.99,1.0753,0.71,0.8013,0.99,0.5833,0.99,0.2917,0.06,0.168,0.8,0.0909,0.01,0.1667,0.01,0.5,0.64,0.3478,0.76,0.2564,0.99,0.1333,0.99,0.2174,0.99
17,DAVIDSON,BRAJKOVIC.LUKA,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,17:06,34.08,75.8588,0.98,-0.3394,0.01,1.1737,0.98,1.5132,0.01,0.5312,0.77,0.5,0.98,0.088,0.99,0.2222,0.05,0.2188,0.01,0.74,0.01,0.6,0.01,0.1645,0.18,0.4,0.01,0.4,0.14
18,DAVIDSON,BRAJKOVIC.LUKA,CZERAPOWICZ.DAVID,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,15:40,27.88,75.36,0.97,-0.1422,0.06,1.2195,0.99,1.3617,0.01,0.6957,0.99,0.6087,0.99,0.1435,0.98,0.0,0.01,0.087,0.01,0.7609,0.01,0.3913,0.33,0.1397,0.01,0.1,0.99,0.2609,0.93
