,TEAM,TEAM A,TEAM B,TEAM C,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
0,DAVIDSON,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,723:47,1204.52,65.839,0.07,0.1278,0.92,1.0967,0.83,0.9689,0.94,0.5365,0.8,0.466,0.95,0.1644,0.87,0.2441,0.14,0.2753,0.07,0.464,0.96,0.4326,0.07,0.1693,0.25,0.2382,0.94,0.2987,0.75
1,DAVIDSON,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,649:03,1072.08,65.706,0.07,0.215,0.98,1.1697,0.98,0.9546,0.96,0.5818,0.98,0.4544,0.92,0.1446,0.98,0.2166,0.04,0.2821,0.11,0.4643,0.96,0.4435,0.04,0.1745,0.33,0.2355,0.94,0.2547,0.95
2,DAVIDSON,BRAJKOVIC.LUKA,GRADY.KELLAN,GUDMUNDSSON.JONAX,594:47,999.16,65.9259,0.07,0.1532,0.97,1.143,0.95,0.9897,0.88,0.5649,0.95,0.434,0.84,0.1561,0.92,0.234,0.1,0.2818,0.11,0.4861,0.82,0.4352,0.06,0.1648,0.18,0.2241,0.98,0.2558,0.95
3,DAVIDSON,FRAMPTON.LUKE,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,581:26,974.68,65.6096,0.06,0.1578,0.97,1.1296,0.92,0.9718,0.94,0.5671,0.96,0.4768,0.98,0.1683,0.8,0.2373,0.11,0.2707,0.06,0.4725,0.91,0.433,0.07,0.1772,0.37,0.2466,0.91,0.2653,0.91
4,DAVIDSON,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GUDMUNDSSON.JONAX,568:30,972.2,66.1169,0.08,0.1174,0.89,1.0903,0.79,0.9729,0.93,0.5364,0.8,0.4553,0.92,0.1666,0.84,0.2469,0.15,0.2443,0.01,0.4779,0.89,0.4156,0.15,0.18,0.43,0.2424,0.93,0.2701,0.9
5,DAVIDSON,BRAJKOVIC.LUKA,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,539:53,908.8,65.9547,0.07,0.1565,0.97,1.1477,0.96,0.9912,0.87,0.5906,0.99,0.4537,0.91,0.1717,0.75,0.2219,0.05,0.2579,0.03,0.4914,0.77,0.435,0.06,0.1658,0.19,0.2244,0.98,0.2281,0.99
6,DAVIDSON,FRAMPTON.LUKE,GRADY.KELLAN,PRITCHETT.KISHAWN,535:50,885.96,65.1529,0.04,0.1659,0.97,1.1298,0.92,0.964,0.95,0.569,0.96,0.4736,0.96,0.1671,0.82,0.2285,0.08,0.2828,0.11,0.4588,0.97,0.4426,0.04,0.1739,0.3,0.2505,0.89,0.2726,0.88
7,DAVIDSON,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,535:26,895.96,64.9914,0.03,0.1273,0.92,1.0994,0.84,0.972,0.93,0.5357,0.8,0.4488,0.89,0.1574,0.92,0.2427,0.13,0.2711,0.06,0.469,0.95,0.4386,0.05,0.1757,0.34,0.2505,0.89,0.2745,0.88
8,DAVIDSON,BRAJKOVIC.LUKA,GRADY.KELLAN,PRITCHETT.KISHAWN,505:39,836.16,65.3671,0.05,0.186,0.97,1.172,0.98,0.9861,0.89,0.6009,0.99,0.4363,0.85,0.1603,0.9,0.2174,0.04,0.2704,0.06,0.4844,0.84,0.4575,0.01,0.1609,0.12,0.216,0.99,0.2394,0.98
9,DAVIDSON,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,478:18,780.4,66.9172,0.17,0.0641,0.75,1.0507,0.58,0.9867,0.89,0.5046,0.46,0.4279,0.82,0.1615,0.89,0.2383,0.12,0.3187,0.36,0.4733,0.91,0.4343,0.07,0.1575,0.1,0.222,0.98,0.3146,0.63
10,DAVIDSON,BRAJKOVIC.LUKA,FRAMPTON.LUKE,PRITCHETT.KISHAWN,458:59,773.2,65.4376,0.06,0.1241,0.92,1.0864,0.77,0.9623,0.95,0.5595,0.94,0.4652,0.95,0.1785,0.6,0.2228,0.05,0.2396,0.01,0.472,0.92,0.4352,0.06,0.1723,0.29,0.23,0.96,0.2448,0.97
11,DAVIDSON,COLLINS.CARTER,FRAMPTON.LUKE,GUDMUNDSSON.JONAX,401:47,668.4,67.3217,0.23,-0.0059,0.49,0.9994,0.25,1.0053,0.77,0.4748,0.1,0.4783,0.98,0.1915,0.34,0.2838,0.46,0.2783,0.09,0.4838,0.86,0.4209,0.12,0.1688,0.23,0.2291,0.96,0.3777,0.23
12,DAVIDSON,BRAJKOVIC.LUKA,COLLINS.CARTER,GUDMUNDSSON.JONAX,369:38,620.52,66.6341,0.15,0.0631,0.75,1.0797,0.73,1.0166,0.69,0.5229,0.68,0.419,0.79,0.1757,0.65,0.266,0.3,0.301,0.21,0.4942,0.71,0.4015,0.23,0.1724,0.29,0.2523,0.88,0.2934,0.79
13,DAVIDSON,COLLINS.CARTER,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,338:52,556.56,66.8166,0.16,0.1254,0.92,1.1086,0.87,0.9832,0.9,0.5487,0.92,0.4437,0.87,0.1599,0.9,0.2247,0.06,0.3225,0.4,0.4699,0.94,0.4398,0.04,0.1711,0.27,0.2596,0.83,0.2631,0.92
14,DAVIDSON,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,336:43,545.4,66.0833,0.08,-0.0048,0.49,0.9938,0.22,0.9986,0.82,0.4538,0.03,0.4817,0.98,0.1834,0.51,0.2903,0.53,0.3441,0.59,0.4684,0.95,0.443,0.04,0.1629,0.14,0.242,0.93,0.3586,0.33
15,DAVIDSON,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,314:22,509.88,65.2561,0.05,0.1349,0.95,1.1375,0.95,1.0026,0.79,0.5369,0.8,0.3825,0.58,0.153,0.95,0.2727,0.36,0.3502,0.63,0.4852,0.83,0.4214,0.12,0.171,0.26,0.2509,0.89,0.2984,0.75
16,DAVIDSON,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,278:30,472.72,66.2878,0.09,0.0088,0.54,1.0006,0.25,0.9918,0.87,0.4651,0.06,0.4495,0.9,0.1756,0.65,0.2857,0.48,0.2716,0.06,0.4773,0.89,0.376,0.47,0.1917,0.65,0.2762,0.64,0.3253,0.54
17,DAVIDSON,COLLINS.CARTER,GRADY.KELLAN,PRITCHETT.KISHAWN,267:18,426.64,66.3131,0.1,0.2057,0.98,1.1673,0.98,0.9615,0.95,0.566,0.96,0.4045,0.73,0.1406,0.98,0.2327,0.09,0.368,0.77,0.4547,0.98,0.4584,0.01,0.1744,0.33,0.2529,0.88,0.267,0.9
18,DAVIDSON,BRAJKOVIC.LUKA,COLLINS.CARTER,PRITCHETT.KISHAWN,244:35,402.2,66.0951,0.08,0.0773,0.78,1.1338,0.93,1.0565,0.37,0.5775,0.98,0.4073,0.74,0.1815,0.55,0.2527,0.19,0.3191,0.37,0.5127,0.44,0.4209,0.12,0.1608,0.12,0.2571,0.84,0.2514,0.96
19,DAVIDSON,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,200:46,318.88,65.428,0.06,0.0663,0.75,1.0443,0.55,0.9779,0.92,0.513,0.55,0.5,0.98,0.1725,0.72,0.2395,0.12,0.2852,0.13,0.477,0.89,0.3993,0.24,0.164,0.16,0.2222,0.98,0.3004,0.73
20,DAVIDSON,FRAMPTON.LUKE,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,181:24,290.36,65.2729,0.05,0.0281,0.63,1.0435,0.54,1.0154,0.69,0.5252,0.7,0.5,0.98,0.1963,0.24,0.2448,0.14,0.2899,0.14,0.4939,0.73,0.4146,0.15,0.1665,0.21,0.2327,0.95,0.3821,0.2
21,DAVIDSON,COLLINS.CARTER,FRAMPTON.LUKE,PRITCHETT.KISHAWN,180:46,298.16,66.4311,0.11,-0.0346,0.34,1.0364,0.49,1.071,0.28,0.4959,0.36,0.5021,0.98,0.2046,0.15,0.2941,0.59,0.3663,0.77,0.4961,0.69,0.4291,0.09,0.1668,0.21,0.2739,0.69,0.3465,0.38
22,DAVIDSON,FRAMPTON.LUKE,GRADY.KELLAN,KOVACEVIC.DUSAN,176:12,275.08,64.5,0.02,0.0085,0.54,1.0033,0.28,0.9948,0.84,0.5087,0.5,0.5371,0.99,0.2108,0.07,0.2624,0.28,0.2489,0.02,0.4778,0.89,0.4073,0.19,0.1573,0.1,0.2346,0.95,0.3347,0.48
23,DAVIDSON,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,154:31,243.36,63.6935,0.01,0.1503,0.97,1.1136,0.89,0.9633,0.95,0.5423,0.87,0.4677,0.95,0.152,0.95,0.2174,0.04,0.3433,0.58,0.4716,0.92,0.3934,0.31,0.1902,0.63,0.2727,0.7,0.2701,0.9
24,DAVIDSON,GRADY.KELLAN,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,148:04,228.32,63.227,0.01,0.1376,0.95,1.0643,0.66,0.9267,0.99,0.5342,0.79,0.4895,0.98,0.1796,0.58,0.2364,0.11,0.2789,0.09,0.4479,0.98,0.3744,0.48,0.1837,0.49,0.2761,0.64,0.2322,0.99
25,DAVIDSON,COLLINS.CARTER,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,143:18,234.56,68.0392,0.32,-0.0286,0.39,0.9678,0.1,0.9963,0.83,0.4899,0.26,0.4848,0.98,0.1876,0.42,0.2283,0.08,0.2475,0.02,0.5152,0.39,0.4091,0.18,0.1866,0.54,0.1901,0.99,0.3434,0.41
26,DAVIDSON,COLLINS.CARTER,GRADY.KELLAN,KOVACEVIC.DUSAN,139:09,223.6,67.1482,0.19,-0.065,0.26,0.9347,0.04,0.9997,0.81,0.4843,0.19,0.5288,0.99,0.2102,0.07,0.256,0.23,0.2094,0.01,0.5,0.64,0.4187,0.13,0.1687,0.23,0.208,0.99,0.2808,0.86
