,TEAM,TEAM A,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
0,DAVIDSON,ALDRIDGE.PEYTON,1171:17,2023.32,68.6272,0.39,0.0498,0.71,1.074,0.7,1.0242,0.63,0.519,0.63,0.4643,0.94,0.1666,0.84,0.2459,0.15,0.3091,0.28,0.4944,0.71,0.3353,0.86,0.1735,0.3,0.2664,0.77,0.3217,0.58
1,DAVIDSON,GIBBS.JACK,1122:25,1944.36,68.8342,0.41,0.0349,0.67,1.0698,0.69,1.0348,0.54,0.5213,0.67,0.4599,0.93,0.1754,0.65,0.2503,0.17,0.3204,0.38,0.504,0.57,0.3456,0.77,0.1794,0.41,0.265,0.79,0.3238,0.56
2,DAVIDSON,GUDMUNDSSON.JONAX,940:43,1623.68,68.8477,0.41,0.0321,0.67,1.0673,0.69,1.0353,0.53,0.5187,0.63,0.4787,0.98,0.1737,0.7,0.2512,0.18,0.3094,0.28,0.5089,0.5,0.3363,0.85,0.1799,0.41,0.2622,0.81,0.3252,0.54
3,DAVIDSON,REIGEL.RUSTY,779:28,1358.8,69.6318,0.54,0.026,0.63,1.0612,0.64,1.0352,0.53,0.5179,0.61,0.4656,0.95,0.1737,0.7,0.2514,0.18,0.3008,0.21,0.4978,0.67,0.3377,0.84,0.1744,0.33,0.2669,0.77,0.3465,0.38
4,DAVIDSON,MAGARITY.WILL,705:20,1225.64,68.6627,0.39,-0.0035,0.49,1.0419,0.53,1.0454,0.44,0.499,0.42,0.4667,0.95,0.1754,0.65,0.2508,0.17,0.3239,0.4,0.4962,0.69,0.3353,0.86,0.1641,0.18,0.2757,0.66,0.3007,0.73
5,DAVIDSON,PRITCHETT.KISHAWN,503:10,866.88,68.3006,0.36,0.0557,0.73,1.0982,0.84,1.0425,0.46,0.5433,0.88,0.4284,0.82,0.1811,0.55,0.25,0.17,0.3574,0.7,0.4811,0.87,0.2942,0.99,0.1469,0.03,0.271,0.72,0.3401,0.42
6,DAVIDSON,WATKINS.JORDAN,406:28,682.28,67.9626,0.31,0.0198,0.59,1.0494,0.58,1.0296,0.58,0.4948,0.34,0.4686,0.95,0.1686,0.8,0.2486,0.16,0.3258,0.42,0.4891,0.8,0.3411,0.81,0.1721,0.29,0.2753,0.66,0.3244,0.55
7,DAVIDSON,MCAULIFFE.ANDREW,221:53,368.8,68.9665,0.42,-0.0231,0.39,0.9761,0.14,0.9993,0.81,0.5132,0.55,0.4356,0.85,0.2142,0.06,0.2353,0.1,0.231,0.01,0.465,0.96,0.3312,0.88,0.1831,0.49,0.2598,0.83,0.4363,0.04
8,DAVIDSON,EKWU.NATHAN,219:48,362.8,67.7991,0.28,0.1211,0.92,1.1301,0.92,1.009,0.75,0.5498,0.92,0.4534,0.91,0.1874,0.42,0.3187,0.79,0.3055,0.26,0.4794,0.88,0.3259,0.91,0.1712,0.27,0.2524,0.88,0.3639,0.31
9,DAVIDSON,MICHELSEN.OSKAR,142:01,251.24,70.7775,0.71,-0.0755,0.22,1.0189,0.34,1.0944,0.17,0.4812,0.17,0.4789,0.98,0.1672,0.82,0.2482,0.16,0.3333,0.5,0.5024,0.59,0.3821,0.39,0.1592,0.11,0.2806,0.58,0.4104,0.1
10,DAVIDSON,KOVACEVIC.DUSAN,141:00,245.24,69.4355,0.5,0.0366,0.67,1.1091,0.87,1.0725,0.27,0.5394,0.84,0.3941,0.67,0.1713,0.75,0.2605,0.27,0.3498,0.63,0.5071,0.52,0.3585,0.66,0.1883,0.59,0.3106,0.2,0.2925,0.8
11,DAVIDSON,GUDMUNDSSON.JONAXEL,28:24,56.48,79.8571,0.99,0.0493,0.71,1.0977,0.83,1.0484,0.42,0.5595,0.94,0.5238,0.99,0.2302,0.01,0.2609,0.27,0.4048,0.91,0.4186,0.99,0.4419,0.04,0.1808,0.43,0.3333,0.06,0.6512,0.01
12,DAVIDSON,FAINES.KAMAU,09:46,15.88,78.6667,0.99,-1.0566,0.01,0.3778,0.01,1.4344,0.01,0.1667,0.01,0.3333,0.19,0.2519,0.01,0.3077,0.7,0.1333,0.01,0.6471,0.01,0.5294,0.01,0.0512,0.01,0.2,0.99,0.4706,0.01
13,DAVIDSON,GIAMOUKIS.MANU,08:41,13.88,76.3,0.98,-0.9499,0.01,0.4323,0.01,1.3822,0.01,0.1562,0.01,0.4375,0.86,0.072,0.99,0.2857,0.48,0.125,0.01,0.6923,0.01,0.6923,0.01,0.1803,0.43,0.2857,0.52,0.4615,0.01
14,DAVIDSON,WYNTER.MALCOLM,02:39,4.0,88.8,0.99,-1.0943,0.01,0.75,0.01,1.8443,0.01,0.375,0.01,0.5,0.98,0.25,0.01,0.3333,0.88,0.0,0.01,0.9,0.01,0.4,0.24,0.0,0.01,0.5,0.01,0.4,0.14
15,DAVIDSON,FREUNDLICH.CAL,02:34,4.0,80.0,0.99,-1.5,0.01,0.75,0.01,2.25,0.01,0.375,0.01,0.5,0.98,0.25,0.01,0.3333,0.88,0.0,0.01,0.9,0.01,0.4,0.24,0.0,0.01,1.0,0.01,0.0,0.99
