,TEAM,TEAM A,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
0,DAVIDSON,GUDMUNDSSON.JONAX,2332:40,3826.96,65.3743,0.05,0.1219,0.92,1.1338,0.93,1.0119,0.73,0.5604,0.95,0.4711,0.96,0.1539,0.95,0.2294,0.08,0.2533,0.03,0.4969,0.69,0.4167,0.13,0.1681,0.23,0.2369,0.94,0.2859,0.83
1,DAVIDSON,GRADY.KELLAN,2265:31,3703.16,65.2556,0.05,0.1317,0.95,1.1336,0.93,1.0019,0.8,0.56,0.94,0.4645,0.94,0.1534,0.95,0.2278,0.08,0.2649,0.05,0.4917,0.77,0.4235,0.12,0.1698,0.25,0.2333,0.95,0.2852,0.83
2,DAVIDSON,PRITCHETT.KISHAWN,1759:41,2867.76,64.7177,0.03,0.1231,0.92,1.1336,0.93,1.0106,0.73,0.5648,0.95,0.4666,0.95,0.1566,0.92,0.2218,0.05,0.2579,0.03,0.4963,0.69,0.4347,0.07,0.1721,0.29,0.2467,0.91,0.2633,0.92
3,DAVIDSON,ALDRIDGE.PEYTON,1229:42,1995.64,64.3997,0.02,0.1449,0.96,1.1716,0.98,1.0267,0.61,0.5784,0.98,0.4776,0.98,0.1433,0.98,0.2242,0.06,0.2333,0.01,0.5108,0.47,0.4085,0.18,0.1677,0.22,0.2323,0.95,0.2786,0.87
4,DAVIDSON,FRAMPTON.LUKE,1028:25,1703.6,65.7603,0.07,0.0728,0.78,1.0648,0.66,0.992,0.87,0.5242,0.69,0.4769,0.98,0.1761,0.63,0.2523,0.19,0.2692,0.05,0.4784,0.88,0.4348,0.07,0.1724,0.29,0.2407,0.94,0.313,0.64
5,DAVIDSON,COLLINS.CARTER,932:31,1520.24,66.388,0.1,0.0256,0.63,1.0577,0.63,1.0321,0.55,0.5121,0.55,0.4704,0.96,0.1743,0.67,0.2589,0.24,0.3084,0.27,0.4928,0.74,0.435,0.06,0.1665,0.21,0.2524,0.88,0.3406,0.42
6,DAVIDSON,BRAJKOVIC.LUKA,840:59,1411.48,65.92,0.07,0.1248,0.92,1.1151,0.9,0.9903,0.87,0.554,0.94,0.4406,0.86,0.1644,0.87,0.2411,0.13,0.2635,0.05,0.4845,0.84,0.4328,0.07,0.1732,0.3,0.2395,0.94,0.2707,0.9
7,DAVIDSON,MAGARITY.WILL,629:22,980.6,63.8003,0.01,0.1124,0.89,1.132,0.92,1.0196,0.68,0.5591,0.94,0.4801,0.98,0.1652,0.85,0.2565,0.23,0.2225,0.01,0.5045,0.57,0.4153,0.15,0.155,0.07,0.2218,0.98,0.2447,0.97
8,DAVIDSON,REIGEL.RUSTY,621:10,1012.44,65.6103,0.06,0.1053,0.86,1.1319,0.92,1.0266,0.61,0.5543,0.94,0.4891,0.98,0.1432,0.98,0.2188,0.04,0.2583,0.04,0.4947,0.71,0.411,0.16,0.1532,0.06,0.2222,0.98,0.356,0.34
9,DAVIDSON,MICHELSEN.OSKAR,536:02,894.2,64.9687,0.03,0.1552,0.97,1.1977,0.99,1.0426,0.46,0.5986,0.99,0.4942,0.98,0.1398,0.99,0.2035,0.02,0.2335,0.01,0.5235,0.29,0.4111,0.16,0.1712,0.27,0.2225,0.98,0.2973,0.76
10,DAVIDSON,KOVACEVIC.DUSAN,357:15,580.48,66.1871,0.08,0.0023,0.54,1.044,0.54,1.0417,0.47,0.5359,0.8,0.5175,0.99,0.1843,0.5,0.2241,0.06,0.2402,0.01,0.5039,0.58,0.3981,0.26,0.1647,0.18,0.2602,0.83,0.3087,0.66
11,DAVIDSON,JONES.BATES,215:09,344.44,66.0912,0.08,0.0043,0.54,1.0452,0.55,1.0409,0.48,0.4984,0.4,0.5258,0.99,0.1452,0.98,0.2513,0.18,0.2452,0.02,0.4623,0.97,0.5157,0.01,0.153,0.06,0.2744,0.68,0.3648,0.31
12,DAVIDSON,CZERAPOWICZ.DAVID,206:30,340.28,66.7767,0.15,-0.0539,0.29,1.0021,0.27,1.0561,0.37,0.5052,0.47,0.5258,0.99,0.1793,0.58,0.2241,0.06,0.2131,0.01,0.5167,0.37,0.4448,0.04,0.164,0.18,0.2432,0.93,0.2776,0.87
13,DAVIDSON,WATKINS.JORDAN,97:46,166.64,69.1052,0.45,0.1259,0.92,1.1762,0.98,1.0503,0.41,0.58,0.98,0.62,0.99,0.138,0.99,0.2353,0.1,0.2067,0.01,0.5423,0.13,0.4462,0.03,0.1721,0.29,0.1951,0.99,0.4462,0.03
14,DAVIDSON,EKWU.NATHAN,82:47,136.04,66.2634,0.09,0.0191,0.59,1.0071,0.29,0.9879,0.89,0.5466,0.9,0.4915,0.98,0.2205,0.02,0.2754,0.38,0.1356,0.01,0.4664,0.96,0.4622,0.01,0.1843,0.51,0.2933,0.4,0.2605,0.93
15,DAVIDSON,WYNTER.MALCOLM,64:15,108.32,71.1625,0.75,-0.1209,0.1,1.0432,0.54,1.1642,0.01,0.4802,0.16,0.5347,0.99,0.1385,0.99,0.303,0.66,0.2772,0.08,0.4742,0.91,0.5155,0.01,0.1089,0.01,0.2537,0.87,0.6186,0.01
16,DAVIDSON,GUDMUNSSON.JONAXEL,61:41,99.32,64.7869,0.03,0.0594,0.73,1.1176,0.9,1.0582,0.35,0.557,0.94,0.3797,0.57,0.1913,0.34,0.2683,0.32,0.3544,0.68,0.4602,0.97,0.5682,0.01,0.1221,0.01,0.2812,0.57,0.4205,0.06
