,TEAM,TEAM A,TEAM B,TEAM C,TEAM D,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
11,DAVIDSON,ALDRIDGE.PEYTON,KALINOSKI.TYLER,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,141:55,232.44,66.5191,0.13,0.1968,0.97,1.1143,0.89,0.9175,0.99,0.5567,0.94,0.5172,0.99,0.1807,0.58,0.2991,0.62,0.2512,0.03,0.4286,0.99,0.3333,0.87,0.2199,0.95,0.3592,0.01,0.2762,0.87
12,DAVIDSON,ALDRIDGE.PEYTON,BARHAM.JORDAN,MICHELSEN.OSKAR,SULLIVAN.BRIAN,134:29,220.32,64.3761,0.02,0.3034,0.99,1.3934,0.99,1.09,0.19,0.6411,0.99,0.5167,0.99,0.0953,0.99,0.3143,0.76,0.2536,0.03,0.5082,0.5,0.3443,0.77,0.1232,0.01,0.265,0.79,0.4098,0.1
13,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,GIBBS.JACK,SULLIVAN.BRIAN,119:01,194.48,66.2521,0.09,0.0592,0.73,1.1107,0.87,1.0515,0.4,0.5114,0.54,0.483,0.98,0.1491,0.96,0.2762,0.4,0.2386,0.01,0.4693,0.94,0.3464,0.76,0.1452,0.02,0.3103,0.2,0.352,0.37
14,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,KALINOSKI.TYLER,MICHELSEN.OSKAR,107:27,192.6,71.5813,0.82,0.1744,0.97,1.2513,0.99,1.0769,0.25,0.5866,0.99,0.4581,0.93,0.135,0.99,0.3093,0.71,0.2235,0.01,0.4937,0.73,0.3145,0.95,0.1628,0.14,0.2913,0.42,0.434,0.04
15,DAVIDSON,KALINOSKI.TYLER,MCAULIFFE.ANDREW,MICHELSEN.OSKAR,SULLIVAN.BRIAN,104:10,165.36,63.5846,0.01,-0.1215,0.1,1.022,0.36,1.1435,0.03,0.5098,0.51,0.5098,0.99,0.1512,0.95,0.2333,0.09,0.1242,0.01,0.5285,0.23,0.3797,0.43,0.1452,0.02,0.3511,0.01,0.2342,0.99
16,DAVIDSON,GIBBS.JACK,KALINOSKI.TYLER,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,103:12,163.52,65.6078,0.06,0.1028,0.86,1.1925,0.99,1.0897,0.19,0.5458,0.89,0.4437,0.87,0.1284,0.99,0.3012,0.63,0.4085,0.93,0.5129,0.44,0.3484,0.75,0.1721,0.29,0.3333,0.06,0.2839,0.85
17,DAVIDSON,ALDRIDGE.PEYTON,KALINOSKI.TYLER,SULLIVAN.BRIAN,WATKINS.JORDAN,101:02,159.8,63.4376,0.01,0.1737,0.97,1.1702,0.98,0.9965,0.83,0.5445,0.89,0.4589,0.93,0.1377,0.99,0.3077,0.7,0.3082,0.27,0.5,0.64,0.3083,0.96,0.2242,0.98,0.3529,0.01,0.3684,0.27
18,DAVIDSON,ALDRIDGE.PEYTON,MCAULIFFE.ANDREW,MICHELSEN.OSKAR,SULLIVAN.BRIAN,89:23,144.44,65.1146,0.04,0.0477,0.71,1.0593,0.64,1.0116,0.73,0.5076,0.49,0.5379,0.99,0.1939,0.3,0.3293,0.86,0.197,0.01,0.4613,0.97,0.338,0.84,0.1583,0.11,0.3478,0.02,0.1972,0.99
19,DAVIDSON,BARHAM.JORDAN,KALINOSKI.TYLER,SULLIVAN.BRIAN,WATKINS.JORDAN,83:38,143.16,68.1349,0.33,0.3958,0.99,1.3342,0.99,0.9384,0.98,0.6221,0.99,0.458,0.93,0.1257,0.99,0.3194,0.8,0.2977,0.19,0.4737,0.91,0.2807,0.99,0.2292,0.98,0.3288,0.08,0.3509,0.38
20,DAVIDSON,ALDRIDGE.PEYTON,KALINOSKI.TYLER,MCAULIFFE.ANDREW,MICHELSEN.OSKAR,81:59,145.24,69.2148,0.47,0.1053,0.86,1.0603,0.64,0.955,0.96,0.5672,0.96,0.5042,0.99,0.2341,0.01,0.2576,0.24,0.1765,0.01,0.4231,0.99,0.3692,0.55,0.1555,0.08,0.3409,0.03,0.2462,0.97
21,DAVIDSON,BARHAM.JORDAN,KALINOSKI.TYLER,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,81:46,130.6,65.6889,0.06,-0.0708,0.22,1.1179,0.9,1.1887,0.01,0.5085,0.5,0.3932,0.66,0.1225,0.99,0.2703,0.34,0.3419,0.57,0.5779,0.01,0.4016,0.23,0.1329,0.01,0.2581,0.83,0.2131,0.99
22,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,KALINOSKI.TYLER,MCAULIFFE.ANDREW,77:32,135.96,70.161,0.63,0.3045,0.99,1.1915,0.99,0.887,0.99,0.5819,0.98,0.4052,0.74,0.1618,0.89,0.2881,0.51,0.2931,0.17,0.4043,0.99,0.3391,0.83,0.2236,0.98,0.35,0.02,0.3391,0.43
23,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,75:37,123.96,66.976,0.17,0.2015,0.98,1.1213,0.92,0.9198,0.99,0.5088,0.5,0.4602,0.93,0.1613,0.89,0.3636,0.98,0.3009,0.21,0.4254,0.99,0.307,0.97,0.2201,0.96,0.3733,0.01,0.2632,0.92
24,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,KALINOSKI.TYLER,MICHELSEN.OSKAR,64:57,112.76,69.7625,0.56,0.2021,0.98,1.1706,0.98,0.9685,0.94,0.5693,0.96,0.4257,0.81,0.1419,0.98,0.2931,0.56,0.2871,0.13,0.4877,0.82,0.2222,0.99,0.2263,0.98,0.2745,0.68,0.5185,0.01
25,DAVIDSON,ALDRIDGE.PEYTON,BARHAM.JORDAN,SULLIVAN.BRIAN,WATKINS.JORDAN,63:51,111.64,68.1143,0.33,0.3213,0.99,1.254,0.99,0.9328,0.99,0.6031,0.99,0.4845,0.98,0.1344,0.99,0.2545,0.2,0.3196,0.37,0.4444,0.99,0.321,0.93,0.204,0.85,0.3103,0.2,0.5309,0.01
