,TEAM,TEAM A,TEAM B,TEAM C,TEAM D,TEAM E,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
10,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,KALINOSKI.TYLER,MICHELSEN.OSKAR,SULLIVAN.BRIAN,27:56,49.84,67.7333,0.28,-0.1308,0.07,0.9029,0.01,1.0337,0.54,0.5125,0.55,0.45,0.9,0.1806,0.58,0.16,0.01,0.275,0.07,0.5152,0.39,0.0909,0.99,0.2163,0.95,0.35,0.02,0.4545,0.02
11,DAVIDSON,BARHAM.JORDAN,GIBBS.JACK,KALINOSKI.TYLER,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,27:52,41.56,65.5704,0.06,-0.331,0.01,1.0106,0.31,1.3416,0.01,0.4062,0.01,0.2812,0.05,0.1203,0.99,0.2308,0.08,0.75,0.99,0.6395,0.01,0.5116,0.01,0.0852,0.01,0.2105,0.99,0.2093,0.99
12,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,GIBBS.JACK,KALINOSKI.TYLER,MICHELSEN.OSKAR,25:11,41.84,70.656,0.71,0.5567,0.99,1.4818,0.99,0.9251,0.99,0.625,0.99,0.4318,0.83,0.0956,0.99,0.4583,0.99,0.25,0.03,0.4714,0.92,0.3429,0.79,0.2151,0.93,0.25,0.89,0.4857,0.01
13,DAVIDSON,BARHAM.JORDAN,KALINOSKI.TYLER,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,WATKINS.JORDAN,21:25,38.4,73.3714,0.92,0.7602,0.99,1.5625,0.99,0.8023,0.99,0.7297,0.99,0.5135,0.99,0.1302,0.99,0.4444,0.99,0.2703,0.06,0.4118,0.99,0.2353,0.99,0.1812,0.45,0.2273,0.96,0.1765,0.99
14,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,KALINOSKI.TYLER,MICHELSEN.OSKAR,SULLIVAN.BRIAN,18:57,32.32,68.4444,0.37,0.0604,0.75,1.3923,0.99,1.332,0.01,0.7414,0.99,0.5172,0.99,0.1238,0.99,0.1667,0.01,0.1034,0.01,0.6087,0.01,0.3478,0.76,0.1708,0.26,0.3333,0.06,0.5217,0.01
15,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,MCAULIFFE.ANDREW,MICHELSEN.OSKAR,SULLIVAN.BRIAN,17:51,25.64,61.1294,0.01,-0.5148,0.01,0.663,0.01,1.1778,0.01,0.2593,0.01,0.4074,0.74,0.234,0.01,0.4545,0.99,0.2222,0.01,0.5185,0.35,0.3333,0.87,0.114,0.01,0.3333,0.06,0.1111,0.99
16,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,KALINOSKI.TYLER,MCAULIFFE.ANDREW,MICHELSEN.OSKAR,17:48,34.4,76.3765,0.98,0.3183,0.99,1.1047,0.85,0.7864,0.99,0.56,0.95,0.24,0.01,0.2326,0.01,0.2308,0.08,0.4,0.9,0.3333,0.99,0.3704,0.54,0.1638,0.16,0.25,0.89,0.2963,0.77
17,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,KALINOSKI.TYLER,SULLIVAN.BRIAN,WATKINS.JORDAN,15:49,25.32,71.9467,0.84,-0.051,0.29,1.0664,0.68,1.1173,0.08,0.52,0.65,0.36,0.41,0.1975,0.23,0.4,0.99,0.12,0.01,0.5385,0.16,0.3077,0.97,0.1746,0.33,0.3571,0.01,0.2308,0.99
18,DAVIDSON,BARHAM.JORDAN,EKWU.NATHAN,GIBBS.JACK,KALINOSKI.TYLER,SULLIVAN.BRIAN,15:00,22.4,66.1333,0.08,0.302,0.99,1.2946,0.99,0.9926,0.86,0.5526,0.93,0.4211,0.8,0.1339,0.99,0.3636,0.98,0.5263,0.99,0.575,0.01,0.25,0.99,0.2941,0.99,0.3,0.33,0.25,0.96
19,DAVIDSON,BARHAM.JORDAN,GIBBS.JACK,MCAULIFFE.ANDREW,MICHELSEN.OSKAR,SULLIVAN.BRIAN,14:32,25.4,74.5143,0.96,0.2742,0.99,0.9843,0.18,0.71,0.99,0.4773,0.12,0.4545,0.92,0.1969,0.24,0.375,0.99,0.4545,0.99,0.4167,0.99,0.2778,0.99,0.2616,0.99,0.0,0.99,0.2222,0.99
20,DAVIDSON,ALDRIDGE.PEYTON,BARHAM.JORDAN,EKWU.NATHAN,KALINOSKI.TYLER,SULLIVAN.BRIAN,13:01,17.88,61.1692,0.01,-0.1563,0.04,0.8949,0.01,1.0512,0.4,0.5,0.42,0.2857,0.05,0.2237,0.02,0.125,0.01,0.1429,0.01,0.5,0.64,0.1429,0.99,0.1828,0.48,0.3636,0.01,0.0952,0.99
