,TEAM,TEAM A,TEAM B,TEAM C,TEAM D,TEAM E,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
0,DAVIDSON,ALDRIDGE.PEYTON,BARHAM.JORDAN,GIBBS.JACK,KALINOSKI.TYLER,SULLIVAN.BRIAN,194:58,336.08,66.6144,0.15,0.1523,0.97,1.1842,0.99,1.032,0.56,0.538,0.81,0.4177,0.79,0.119,0.99,0.2979,0.61,0.2595,0.04,0.4785,0.88,0.319,0.94,0.1709,0.26,0.3314,0.07,0.2939,0.79
1,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,GIBBS.JACK,KALINOSKI.TYLER,SULLIVAN.BRIAN,112:13,181.96,65.7429,0.07,0.0637,0.75,1.1486,0.96,1.0849,0.22,0.5357,0.8,0.4881,0.98,0.1484,0.97,0.2887,0.51,0.2024,0.01,0.4939,0.73,0.3333,0.87,0.1504,0.05,0.3069,0.25,0.3333,0.49
2,DAVIDSON,ALDRIDGE.PEYTON,BARHAM.JORDAN,KALINOSKI.TYLER,MICHELSEN.OSKAR,SULLIVAN.BRIAN,108:05,174.28,63.0519,0.01,0.2918,0.99,1.423,0.99,1.1312,0.04,0.6358,0.99,0.5029,0.98,0.0803,0.99,0.3333,0.88,0.2139,0.01,0.5312,0.21,0.3264,0.9,0.1324,0.01,0.2824,0.55,0.3819,0.21
3,DAVIDSON,ALDRIDGE.PEYTON,KALINOSKI.TYLER,MCAULIFFE.ANDREW,MICHELSEN.OSKAR,SULLIVAN.BRIAN,59:20,99.52,66.5492,0.13,0.0633,0.75,1.0551,0.62,0.9917,0.87,0.5562,0.94,0.573,0.99,0.211,0.07,0.2745,0.38,0.0899,0.01,0.4427,0.99,0.3542,0.71,0.1653,0.19,0.375,0.01,0.2083,0.99
4,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,KALINOSKI.TYLER,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,51:04,88.56,70.0235,0.62,0.3525,0.99,1.1969,0.99,0.8444,0.99,0.5779,0.98,0.4935,0.98,0.1468,0.97,0.3,0.63,0.3117,0.3,0.3986,0.99,0.3243,0.91,0.2667,0.99,0.3725,0.01,0.3378,0.45
5,DAVIDSON,ALDRIDGE.PEYTON,BARHAM.JORDAN,KALINOSKI.TYLER,SULLIVAN.BRIAN,WATKINS.JORDAN,50:24,85.68,65.424,0.06,0.2239,0.99,1.2255,0.99,1.0015,0.8,0.5714,0.97,0.4545,0.92,0.1284,0.99,0.2667,0.3,0.2857,0.13,0.5161,0.37,0.3065,0.97,0.2311,0.99,0.35,0.02,0.4355,0.04
6,DAVIDSON,ALDRIDGE.PEYTON,BELFORD.JAKE,GIBBS.JACK,KALINOSKI.TYLER,SULLIVAN.BRIAN,46:09,82.52,70.8348,0.72,0.3415,0.99,1.1997,0.99,0.8582,0.99,0.5812,0.98,0.5,0.98,0.1454,0.98,0.3023,0.64,0.1,0.01,0.4507,0.98,0.2394,0.99,0.2239,0.98,0.2955,0.38,0.1408,0.99
7,DAVIDSON,ALDRIDGE.PEYTON,BARHAM.JORDAN,GIBBS.JACK,KALINOSKI.TYLER,MICHELSEN.OSKAR,32:03,58.72,74.35,0.95,-0.1027,0.15,1.1921,0.99,1.2948,0.01,0.5357,0.8,0.5357,0.99,0.1192,0.99,0.303,0.66,0.2321,0.01,0.6058,0.01,0.2885,0.99,0.1328,0.01,0.3103,0.2,0.4038,0.12
8,DAVIDSON,ALDRIDGE.PEYTON,KALINOSKI.TYLER,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,WATKINS.JORDAN,29:08,40.36,60.1379,0.01,0.2217,0.99,1.1397,0.95,0.918,0.99,0.5294,0.75,0.4706,0.96,0.1487,0.97,0.3333,0.88,0.5588,0.99,0.4737,0.91,0.2895,0.99,0.2562,0.99,0.32,0.12,0.2895,0.82
9,DAVIDSON,BARHAM.JORDAN,KALINOSKI.TYLER,MCAULIFFE.ANDREW,MICHELSEN.OSKAR,SULLIVAN.BRIAN,28:21,43.2,62.2571,0.01,-0.5539,0.01,0.8565,0.01,1.4104,0.01,0.3837,0.01,0.3953,0.67,0.0926,0.99,0.2143,0.04,0.1163,0.01,0.6707,0.01,0.4146,0.15,0.1365,0.01,0.3889,0.01,0.2195,0.99
