,TEAM,TEAM A,TEAM B,TEAM C,TEAM D,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
0,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,GIBBS.JACK,SULLIVAN.BRIAN,375:58,640.08,68.4629,0.37,0.0484,0.71,1.1702,0.98,1.1218,0.06,0.5304,0.76,0.4306,0.82,0.1453,0.98,0.3114,0.73,0.316,0.34,0.5252,0.26,0.3281,0.89,0.1383,0.01,0.2798,0.6,0.2865,0.83
1,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,SULLIVAN.BRIAN,WATKINS.JORDAN,284:42,501.6,70.3577,0.67,-0.0119,0.43,1.1962,0.99,1.2081,0.01,0.5388,0.83,0.4452,0.89,0.1256,0.99,0.2748,0.38,0.3767,0.81,0.5626,0.04,0.2979,0.98,0.1749,0.33,0.3723,0.01,0.3948,0.15
2,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,REIGEL.RUSTY,SULLIVAN.BRIAN,242:03,409.88,67.3157,0.23,0.0751,0.78,1.0735,0.7,0.9984,0.82,0.5,0.42,0.3833,0.59,0.1513,0.95,0.2603,0.27,0.2833,0.12,0.4834,0.86,0.3296,0.88,0.1409,0.01,0.2227,0.98,0.2244,0.99
3,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,MICHELSEN.OSKAR,SULLIVAN.BRIAN,231:41,425.12,72.4883,0.88,0.0449,0.71,1.115,0.89,1.0701,0.28,0.5249,0.69,0.4571,0.93,0.1435,0.98,0.2329,0.09,0.3407,0.55,0.5257,0.26,0.3595,0.65,0.1796,0.41,0.2977,0.35,0.1973,0.99
4,DAVIDSON,ALDRIDGE.PEYTON,BARHAM.JORDAN,GIBBS.JACK,SULLIVAN.BRIAN,216:26,423.8,76.8074,0.99,-0.0789,0.22,1.0524,0.61,1.1313,0.04,0.5251,0.7,0.4302,0.82,0.1439,0.98,0.1754,0.01,0.2654,0.05,0.5688,0.01,0.3238,0.91,0.1775,0.37,0.2842,0.53,0.2521,0.95
5,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,GIBBS.JACK,WATKINS.JORDAN,192:44,329.8,69.7167,0.56,0.0612,0.75,1.2159,0.99,1.1547,0.02,0.5171,0.61,0.4608,0.93,0.1213,0.99,0.3094,0.71,0.4096,0.93,0.5204,0.32,0.381,0.42,0.1532,0.06,0.3258,0.09,0.398,0.15
6,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,REIGEL.RUSTY,SULLIVAN.BRIAN,192:14,313.8,65.1583,0.04,0.0598,0.73,1.1313,0.92,1.0715,0.28,0.5394,0.84,0.4301,0.82,0.1785,0.6,0.3152,0.76,0.2509,0.03,0.4911,0.77,0.2908,0.99,0.1091,0.01,0.2457,0.92,0.3121,0.64
7,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,GIBBS.JACK,REIGEL.RUSTY,178:49,301.72,68.5213,0.38,0.0719,0.78,1.1169,0.9,1.045,0.44,0.5115,0.54,0.3962,0.68,0.1657,0.85,0.2975,0.61,0.3385,0.55,0.5,0.64,0.3504,0.74,0.1298,0.01,0.2275,0.96,0.2664,0.91
8,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,177:35,300.52,67.9232,0.31,-0.0031,0.49,1.0282,0.42,1.0313,0.56,0.4767,0.11,0.4496,0.9,0.1398,0.99,0.2209,0.04,0.3217,0.39,0.5096,0.49,0.341,0.82,0.2029,0.8,0.3247,0.1,0.249,0.96
9,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,SULLIVAN.BRIAN,WATKINS.JORDAN,164:00,272.96,67.5415,0.27,-0.0149,0.43,1.2383,0.99,1.2532,0.01,0.5597,0.94,0.4938,0.98,0.1319,0.99,0.2925,0.54,0.3457,0.6,0.5661,0.02,0.3182,0.94,0.1495,0.05,0.3609,0.01,0.4215,0.06
