,TEAM,TEAM A,TEAM B,TEAM C,TEAM D,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
10,DAVIDSON,EKWU.NATHAN,GIBBS.JACK,REIGEL.RUSTY,SULLIVAN.BRIAN,153:34,254.48,67.132,0.19,0.0464,0.71,1.0924,0.81,1.046,0.43,0.5135,0.55,0.3829,0.58,0.1808,0.58,0.3139,0.75,0.3018,0.22,0.4937,0.73,0.2996,0.98,0.1158,0.01,0.234,0.95,0.2405,0.98
11,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,GIBBS.JACK,MICHELSEN.OSKAR,152:05,259.0,69.1474,0.45,0.0549,0.73,1.1467,0.96,1.0919,0.18,0.5042,0.46,0.4304,0.82,0.1158,0.99,0.2867,0.48,0.3165,0.34,0.523,0.29,0.3766,0.45,0.1426,0.01,0.259,0.83,0.2427,0.97
12,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,MICHELSEN.OSKAR,SULLIVAN.BRIAN,151:19,256.12,68.3179,0.36,-0.0179,0.43,1.2221,0.99,1.24,0.01,0.5491,0.92,0.4658,0.95,0.1054,0.99,0.2681,0.32,0.312,0.3,0.5905,0.01,0.3448,0.77,0.1271,0.01,0.2868,0.5,0.3103,0.66
13,DAVIDSON,EKWU.NATHAN,GIBBS.JACK,SULLIVAN.BRIAN,WATKINS.JORDAN,150:00,251.28,68.4213,0.37,0.0312,0.67,1.2416,0.99,1.2105,0.01,0.5516,0.93,0.4798,0.98,0.1273,0.99,0.3022,0.64,0.3901,0.88,0.5379,0.17,0.3304,0.88,0.1451,0.02,0.3409,0.03,0.4554,0.02
14,DAVIDSON,EKWU.NATHAN,GIBBS.JACK,MICHELSEN.OSKAR,SULLIVAN.BRIAN,120:58,206.4,70.6267,0.71,0.0083,0.54,1.1676,0.98,1.1594,0.01,0.5353,0.8,0.4565,0.92,0.1163,0.99,0.2569,0.23,0.3261,0.43,0.5755,0.01,0.375,0.48,0.1564,0.09,0.2667,0.77,0.2292,0.99
15,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,MCAULIFFE.ANDREW,WATKINS.JORDAN,113:25,202.44,70.4708,0.69,-0.0256,0.39,1.0423,0.54,1.0679,0.3,0.4833,0.19,0.4389,0.86,0.1581,0.91,0.2857,0.48,0.2833,0.12,0.5031,0.58,0.3292,0.88,0.2095,0.89,0.3656,0.01,0.3913,0.16
16,DAVIDSON,ALDRIDGE.PEYTON,BARHAM.JORDAN,MICHELSEN.OSKAR,SULLIVAN.BRIAN,113:16,211.56,74.0956,0.95,-0.0509,0.29,1.0115,0.32,1.0624,0.32,0.5056,0.47,0.4469,0.89,0.1418,0.98,0.1667,0.01,0.2737,0.07,0.5078,0.52,0.3906,0.33,0.1835,0.49,0.3333,0.06,0.1667,0.99
17,DAVIDSON,ALDRIDGE.PEYTON,BARHAM.JORDAN,SULLIVAN.BRIAN,WATKINS.JORDAN,111:12,203.12,72.3964,0.87,-0.0207,0.39,1.152,0.96,1.1727,0.01,0.5556,0.94,0.3889,0.61,0.1329,0.99,0.2475,0.16,0.2667,0.05,0.5625,0.04,0.3182,0.94,0.1711,0.27,0.3333,0.06,0.267,0.9
18,DAVIDSON,BARHAM.JORDAN,GIBBS.JACK,SULLIVAN.BRIAN,WATKINS.JORDAN,107:25,203.12,75.4542,0.97,-0.1144,0.13,1.1471,0.96,1.2615,0.01,0.5632,0.95,0.4368,0.85,0.1378,0.99,0.2062,0.02,0.2759,0.07,0.5814,0.01,0.2733,0.99,0.1396,0.01,0.3441,0.03,0.4302,0.05
19,DAVIDSON,ALDRIDGE.PEYTON,BARHAM.JORDAN,GIBBS.JACK,WATKINS.JORDAN,99:35,187.72,74.3758,0.95,-0.1558,0.04,1.1134,0.89,1.2691,0.01,0.5463,0.9,0.4012,0.71,0.1651,0.85,0.25,0.17,0.2346,0.01,0.6006,0.01,0.2516,0.99,0.1552,0.08,0.3537,0.01,0.3208,0.59
20,DAVIDSON,BARHAM.JORDAN,GIBBS.JACK,MICHELSEN.OSKAR,SULLIVAN.BRIAN,97:46,190.44,77.2701,0.99,0.1136,0.89,1.1552,0.97,1.0417,0.47,0.6192,0.99,0.4371,0.86,0.1575,0.92,0.1548,0.01,0.3377,0.53,0.538,0.17,0.3734,0.49,0.217,0.95,0.2989,0.34,0.1772,0.99
21,DAVIDSON,ALDRIDGE.PEYTON,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,WATKINS.JORDAN,91:08,155.92,68.0,0.32,-0.1393,0.07,0.9749,0.14,1.1142,0.08,0.4291,0.01,0.4468,0.89,0.1411,0.98,0.2766,0.4,0.305,0.25,0.5512,0.07,0.2992,0.98,0.2411,0.99,0.4462,0.01,0.3307,0.51
22,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,MCAULIFFE.ANDREW,REIGEL.RUSTY,89:06,145.56,66.3371,0.1,0.1375,0.95,1.1198,0.91,0.9824,0.9,0.5504,0.93,0.4186,0.79,0.1511,0.95,0.2286,0.08,0.186,0.01,0.4662,0.96,0.3459,0.77,0.1537,0.06,0.2381,0.94,0.2331,0.99
23,DAVIDSON,GIBBS.JACK,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,WATKINS.JORDAN,86:27,145.8,67.9442,0.31,-0.1257,0.1,1.0768,0.72,1.2025,0.01,0.504,0.44,0.4524,0.9,0.1303,0.99,0.2375,0.11,0.3571,0.7,0.5894,0.01,0.3333,0.87,0.2118,0.91,0.4286,0.01,0.3577,0.34
24,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,MCAULIFFE.ANDREW,MICHELSEN.OSKAR,85:04,152.2,69.9576,0.6,0.1401,0.96,1.0841,0.76,0.944,0.98,0.5308,0.76,0.4846,0.98,0.1774,0.62,0.24,0.13,0.2308,0.01,0.4266,0.99,0.4266,0.11,0.1998,0.77,0.3854,0.01,0.1608,0.99
25,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,MICHELSEN.OSKAR,WATKINS.JORDAN,81:20,163.24,76.1679,0.98,-0.022,0.39,1.0108,0.31,1.0328,0.55,0.4571,0.04,0.4143,0.78,0.1715,0.75,0.2841,0.46,0.3286,0.45,0.4496,0.98,0.3876,0.34,0.1515,0.06,0.3171,0.14,0.3566,0.34
26,DAVIDSON,ALDRIDGE.PEYTON,MCAULIFFE.ANDREW,REIGEL.RUSTY,SULLIVAN.BRIAN,81:03,130.36,65.2247,0.05,0.1018,0.86,1.0509,0.58,0.9492,0.96,0.5,0.42,0.438,0.86,0.1381,0.99,0.2361,0.11,0.157,0.01,0.4871,0.82,0.3448,0.77,0.1868,0.54,0.2319,0.95,0.1724,0.99
27,DAVIDSON,ALDRIDGE.PEYTON,BARHAM.JORDAN,GIBBS.JACK,MICHELSEN.OSKAR,74:35,146.64,77.4162,0.99,-0.1349,0.07,1.0025,0.27,1.1373,0.04,0.5424,0.87,0.4068,0.74,0.1978,0.23,0.1944,0.01,0.2627,0.04,0.5943,0.01,0.3443,0.77,0.1931,0.68,0.2857,0.52,0.1639,0.99
28,DAVIDSON,ALDRIDGE.PEYTON,MCAULIFFE.ANDREW,MICHELSEN.OSKAR,SULLIVAN.BRIAN,74:09,127.52,68.5838,0.38,0.1867,0.97,1.1214,0.92,0.9347,0.98,0.5187,0.63,0.514,0.99,0.1882,0.39,0.2903,0.53,0.3084,0.27,0.4565,0.98,0.4174,0.13,0.2535,0.99,0.4,0.01,0.1826,0.99
29,DAVIDSON,GIBBS.JACK,MCAULIFFE.ANDREW,MICHELSEN.OSKAR,SULLIVAN.BRIAN,74:08,134.28,72.7784,0.9,0.1172,0.89,1.1394,0.95,1.0222,0.65,0.5491,0.92,0.4464,0.89,0.1489,0.97,0.2154,0.04,0.3304,0.46,0.4878,0.82,0.374,0.49,0.2,0.78,0.3467,0.02,0.2033,0.99
30,DAVIDSON,ALDRIDGE.PEYTON,BELFORD.JAKE,GIBBS.JACK,SULLIVAN.BRIAN,68:59,138.12,80.8471,0.99,0.0412,0.71,0.9991,0.25,0.9579,0.95,0.4435,0.02,0.4696,0.96,0.1303,0.99,0.2,0.02,0.4174,0.96,0.487,0.82,0.3391,0.83,0.1901,0.63,0.2361,0.94,0.2522,0.95
31,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,REIGEL.RUSTY,WATKINS.JORDAN,66:39,122.0,76.6303,0.99,0.0113,0.59,1.1803,0.98,1.169,0.01,0.5376,0.81,0.4301,0.82,0.1639,0.88,0.2453,0.15,0.5376,0.99,0.5134,0.43,0.3482,0.75,0.1299,0.01,0.3088,0.22,0.4643,0.01
