,TEAM,TEAM A,TEAM B,TEAM C,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
10,DAVIDSON,GIBBS.JACK,SULLIVAN.BRIAN,WATKINS.JORDAN,323:47,570.4,70.935,0.73,-0.0423,0.31,1.1781,0.98,1.2204,0.01,0.5385,0.83,0.4534,0.91,0.128,0.99,0.26,0.27,0.3745,0.8,0.5622,0.04,0.3061,0.97,0.1617,0.13,0.3616,0.01,0.4184,0.07
11,DAVIDSON,BARHAM.JORDAN,GIBBS.JACK,SULLIVAN.BRIAN,287:52,557.96,76.4878,0.98,0.0032,0.54,1.1076,0.87,1.1044,0.12,0.5577,0.94,0.4402,0.86,0.1398,0.99,0.1741,0.01,0.2863,0.13,0.5409,0.15,0.3254,0.91,0.1779,0.37,0.2989,0.34,0.2823,0.85
12,DAVIDSON,GIBBS.JACK,MICHELSEN.OSKAR,SULLIVAN.BRIAN,284:05,524.2,73.1296,0.92,0.0576,0.73,1.1427,0.95,1.0851,0.21,0.5476,0.91,0.4535,0.91,0.1393,0.99,0.2214,0.05,0.3515,0.65,0.5339,0.19,0.372,0.53,0.1808,0.43,0.2977,0.35,0.2101,0.99
13,DAVIDSON,ALDRIDGE.PEYTON,BARHAM.JORDAN,SULLIVAN.BRIAN,279:41,534.44,75.0194,0.97,-0.0423,0.31,1.0591,0.64,1.1014,0.14,0.5141,0.57,0.4264,0.81,0.131,0.99,0.1893,0.01,0.2727,0.06,0.5364,0.17,0.351,0.74,0.1797,0.41,0.3101,0.2,0.2362,0.98
14,DAVIDSON,GIBBS.JACK,REIGEL.RUSTY,SULLIVAN.BRIAN,263:00,446.6,68.3924,0.36,0.07,0.75,1.0837,0.75,1.0138,0.71,0.5077,0.49,0.3882,0.61,0.1545,0.94,0.2627,0.28,0.2956,0.18,0.4838,0.86,0.3325,0.88,0.1325,0.01,0.2172,0.99,0.26,0.94
15,DAVIDSON,EKWU.NATHAN,GIBBS.JACK,WATKINS.JORDAN,241:04,411.36,69.8954,0.58,0.0326,0.67,1.1814,0.99,1.1488,0.03,0.5082,0.5,0.4588,0.93,0.124,0.99,0.2926,0.54,0.3956,0.89,0.5161,0.37,0.3817,0.4,0.1416,0.01,0.3067,0.25,0.4086,0.11
16,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,MCAULIFFE.ANDREW,236:12,406.68,68.5254,0.38,0.0323,0.67,1.0524,0.61,1.0201,0.68,0.5,0.42,0.4476,0.89,0.1525,0.95,0.2383,0.12,0.2748,0.07,0.4845,0.84,0.3549,0.71,0.1916,0.65,0.3272,0.08,0.262,0.93
17,DAVIDSON,ALDRIDGE.PEYTON,BARHAM.JORDAN,GIBBS.JACK,235:23,459.32,76.446,0.98,-0.1013,0.15,1.0516,0.59,1.1528,0.02,0.5219,0.67,0.4216,0.8,0.1524,0.95,0.1957,0.01,0.2648,0.05,0.5772,0.01,0.3194,0.93,0.1754,0.34,0.2961,0.37,0.2435,0.97
18,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,WATKINS.JORDAN,235:23,397.52,69.0689,0.43,0.004,0.54,1.1899,0.99,1.1859,0.01,0.5199,0.63,0.4786,0.98,0.1258,0.99,0.2857,0.48,0.3789,0.83,0.5375,0.17,0.3639,0.62,0.1473,0.03,0.3301,0.08,0.3917,0.16
19,DAVIDSON,GIBBS.JACK,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,229:38,392.2,69.1249,0.45,0.0065,0.54,1.0709,0.69,1.0644,0.31,0.5134,0.55,0.4315,0.83,0.1377,0.99,0.2146,0.04,0.3125,0.31,0.5231,0.29,0.3458,0.77,0.1928,0.66,0.3182,0.14,0.2507,0.96
20,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,REIGEL.RUSTY,227:06,376.0,66.8969,0.16,0.0794,0.78,1.1569,0.97,1.0775,0.24,0.5413,0.86,0.4373,0.86,0.1676,0.82,0.3021,0.64,0.3058,0.26,0.4985,0.66,0.3255,0.91,0.1174,0.01,0.2441,0.92,0.3284,0.52
21,DAVIDSON,ALDRIDGE.PEYTON,MCAULIFFE.ANDREW,SULLIVAN.BRIAN,220:31,370.8,67.5164,0.27,0.0272,0.63,1.0437,0.54,1.0165,0.69,0.4785,0.13,0.4571,0.93,0.1456,0.98,0.25,0.17,0.2914,0.16,0.5015,0.6,0.3488,0.75,0.2151,0.93,0.3455,0.03,0.2377,0.98
22,DAVIDSON,ALDRIDGE.PEYTON,EKWU.NATHAN,MICHELSEN.OSKAR,207:45,350.76,68.5643,0.38,0.0186,0.59,1.1917,0.99,1.1731,0.01,0.5298,0.75,0.4514,0.9,0.1112,0.99,0.2775,0.4,0.326,0.43,0.5517,0.07,0.3636,0.62,0.131,0.01,0.2796,0.6,0.3197,0.59
23,DAVIDSON,EKWU.NATHAN,REIGEL.RUSTY,SULLIVAN.BRIAN,206:45,334.52,65.6078,0.06,0.0722,0.78,1.1389,0.95,1.0667,0.31,0.5427,0.87,0.43,0.82,0.1824,0.53,0.3218,0.82,0.2833,0.12,0.4871,0.82,0.2935,0.99,0.1055,0.01,0.2448,0.92,0.3097,0.66
24,DAVIDSON,EKWU.NATHAN,GIBBS.JACK,REIGEL.RUSTY,201:45,338.76,68.991,0.42,0.0733,0.78,1.1365,0.95,1.0632,0.31,0.5208,0.65,0.3979,0.69,0.1653,0.85,0.2971,0.61,0.3599,0.72,0.4984,0.66,0.3544,0.71,0.1241,0.01,0.2344,0.95,0.2848,0.85
25,DAVIDSON,EKWU.NATHAN,SULLIVAN.BRIAN,WATKINS.JORDAN,197:51,328.4,68.398,0.36,-0.0194,0.43,1.1998,0.99,1.2192,0.01,0.5439,0.88,0.4982,0.98,0.134,0.99,0.2737,0.37,0.386,0.86,0.5488,0.09,0.3266,0.9,0.139,0.01,0.3314,0.07,0.431,0.05
26,DAVIDSON,EKWU.NATHAN,GIBBS.JACK,MICHELSEN.OSKAR,190:12,323.68,69.8105,0.58,0.0482,0.71,1.1586,0.97,1.1104,0.09,0.5137,0.55,0.4399,0.86,0.1205,0.99,0.2816,0.44,0.3333,0.5,0.5338,0.19,0.3851,0.37,0.1532,0.06,0.2663,0.77,0.2804,0.86
27,DAVIDSON,EKWU.NATHAN,MICHELSEN.OSKAR,SULLIVAN.BRIAN,184:59,309.8,68.5957,0.38,-0.0062,0.49,1.2201,0.99,1.2263,0.01,0.5584,0.94,0.4672,0.95,0.113,0.99,0.2547,0.2,0.3467,0.62,0.5961,0.01,0.3594,0.65,0.1432,0.01,0.2857,0.52,0.3096,0.66
28,DAVIDSON,BARHAM.JORDAN,MICHELSEN.OSKAR,SULLIVAN.BRIAN,159:40,293.76,73.4289,0.93,0.0546,0.73,1.1097,0.87,1.0552,0.37,0.562,0.95,0.4504,0.9,0.143,0.98,0.1724,0.01,0.3264,0.43,0.5096,0.49,0.3946,0.28,0.1966,0.73,0.3311,0.07,0.1916,0.99
29,DAVIDSON,GIBBS.JACK,MCAULIFFE.ANDREW,WATKINS.JORDAN,149:45,262.28,69.7289,0.56,-0.0941,0.17,1.0256,0.4,1.1198,0.07,0.485,0.19,0.4249,0.8,0.1525,0.95,0.2603,0.27,0.2661,0.05,0.5297,0.22,0.3425,0.79,0.1866,0.54,0.3629,0.01,0.3653,0.3
30,DAVIDSON,BARHAM.JORDAN,SULLIVAN.BRIAN,WATKINS.JORDAN,142:35,262.92,73.3972,0.92,-0.0824,0.19,1.1182,0.91,1.2006,0.01,0.5513,0.93,0.4241,0.8,0.1407,0.98,0.2154,0.04,0.3036,0.23,0.5619,0.04,0.3319,0.88,0.1433,0.01,0.315,0.16,0.354,0.35
31,DAVIDSON,ALDRIDGE.PEYTON,MCAULIFFE.ANDREW,WATKINS.JORDAN,137:38,243.2,69.927,0.6,-0.0654,0.26,1.0033,0.28,1.0687,0.3,0.4614,0.05,0.4364,0.85,0.1645,0.87,0.295,0.59,0.25,0.03,0.5051,0.54,0.3198,0.93,0.212,0.91,0.375,0.01,0.3553,0.34
32,DAVIDSON,BARHAM.JORDAN,GIBBS.JACK,WATKINS.JORDAN,134:34,255.32,74.9015,0.97,-0.1927,0.01,1.081,0.74,1.2737,0.01,0.5367,0.8,0.4174,0.79,0.1567,0.92,0.208,0.03,0.2431,0.01,0.5845,0.01,0.274,0.99,0.1298,0.01,0.3504,0.01,0.379,0.23
