WITH/WITHOUT,SECONDS,POSS,PACE,NET,OE,TORATE,EFGPCT,FTRATE,3PTRATE,OREBPCT,DE,OPP_TORATE,OPP_EFTPCT,OPP_FTRATE,OPP_3PTRATE,OPP_OREBPCT
WITH,37370.0,1141.120000000001,73.39106234947826,0.04411873821714796,1.063867077958496,0.18841138530566445,0.5123258306538049,0.3729903536977492,0.3879957127545552,0.2831858407079646,1.019748339741348,0.16864732610975167,0.4938900203665988,0.29022403258655805,0.40835030549898166,0.2591362126245847
WITHOUT,27928.0,833.4000000000004,71.74563162417651,0.05783463861702143,1.1387089032877364,0.17398608111351083,0.5384068278805121,0.36984352773826457,0.3911806543385491,0.3161764705882353,1.080874264670715,0.15902243053230652,0.5197183098591549,0.3084507042253521,0.4112676056338028,0.24407582938388625
ALL,66298.0,2004.000000000009,72.72545174816773,0.04660695887614685,1.090818363273448,0.18463073852295325,0.5221078134463961,0.37855844942459116,0.38764385221078135,0.29584599797365757,1.0442114043973012,0.1643528173350008,0.5046484601975596,0.2957582800697269,0.40906449738524114,0.2519230769230769
