WITH/WITHOUT,SECONDS,POSS,PACE,NET,OE,TORATE,EFGPCT,FTRATE,3PTRATE,OREBPCT,DE,OPP_TORATE,OPP_EFTPCT,OPP_FTRATE,OPP_3PTRATE,OPP_OREBPCT
WITH,36548.0,1068.800000000001,69.43110430119303,0.020640586989411513,1.1068488023952086,0.18806137724550878,0.5243093922651934,0.35359116022099446,0.3149171270718232,0.33584905660377357,1.086208215405797,0.17880364109232752,0.535673839184598,0.2955832389580974,0.4416761041902605,0.2652671755725191
WITHOUT,21143.0,611.6399999999999,70.99314193823017,0.004594328516557944,1.0136681708194364,0.21581322346478324,0.5078895463510849,0.3076923076923077,0.34911242603550297,0.3047619047619048,1.0090738423028784,0.19555694618272837,0.5097847358121331,0.30332681017612523,0.4324853228962818,0.2138157894736842
ALL,59907.0,1745.440000000006,70.02293555010289,0.02584144503433916,1.0805298377486443,0.19880374003116624,0.5208049113233287,0.3417462482946794,0.3321964529331514,0.32989690721649484,1.0546883927143051,0.18454190186712924,0.5227272727272727,0.3009641873278237,0.44008264462809915,0.24971231300345226
