INDEX,DATE,TEAM,OPPONENT,TIME IN,TIME OUT,TOTAL TIME,SCORE IN,SCORE OUT,+/-,TEAM A,TEAM B,TEAM C,TEAM D,TEAM E,POSS.,FGM,FGA,2ptFGM,2ptFGA,3ptFGM,3ptFGA,FTM,FTA,AST,TO,OREB,DREB,STL,BLK,FOULS,OppPOSS.,OppFGM,OppFGA,Opp2ptFGM,Opp2ptFGA,Opp3ptFGM,Opp3ptFGA,OppFTM,OppFTA,OppAST,OppTO,OppOREB,OppDREB,OppSTL,OppBLK,OppFOULS
1,02/05/19,NORTH CAROLINA,NC STATE,17:20,16:04,76,10-5,10-10,-5,JOHNSON.CAMERON,LITTLE.NASSIR,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2.0,2,3,1,2,1,1,0,0,1,0,1,1,1,0,0
2,02/05/19,NORTH CAROLINA,NC STATE,16:04,14:25,99,10-10,15-12,3,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,3.4400000000000004,2,5,2,4,0,1,1,1,0,0,2,2,0,0,1,3.0,1,3,1,2,0,1,0,0,1,0,0,0,0,0,1
3,02/05/19,NORTH CAROLINA,NC STATE,14:25,12:49,96,15-12,17-16,-2,BROOKS.GARRISON,LITTLE.NASSIR,ROBINSON.BRANDON,WHITE.COBY,WILLIAMS.KENNY,2.0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,3.0,2,3,2,2,0,1,0,0,1,0,0,0,1,0,0
4,02/05/19,NORTH CAROLINA,NC STATE,12:49,12:49,0,17-16,18-16,1,LITTLE.NASSIR,MAYE.LUKE,ROBINSON.BRANDON,WILLIAMS.KENNY,WOODS.SEVENTH,0.88,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,02/05/19,NORTH CAROLINA,NC STATE,12:49,11:00,109,18-16,22-16,4,LITTLE.NASSIR,MAYE.LUKE,PLATEK.ANDREW,ROBINSON.BRANDON,WOODS.SEVENTH,3.0,2,5,2,4,0,1,0,0,1,0,2,2,1,0,1,3.0,0,3,0,1,0,2,0,0,0,1,1,1,0,0,0
6,02/05/19,NORTH CAROLINA,NC STATE,11:00,08:01,179,22-16,31-21,4,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,5.32,3,6,2,4,1,2,2,3,2,1,3,1,1,0,0,5.0,2,3,1,2,1,1,0,0,2,2,0,0,1,1,4
7,02/05/19,NORTH CAROLINA,NC STATE,08:01,07:20,41,31-21,33-21,2,BROOKS.GARRISON,JOHNSON.CAMERON,LITTLE.NASSIR,WHITE.COBY,WILLIAMS.KENNY,0.88,0,0,0,0,0,0,2,2,0,0,0,1,0,0,2,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8,02/05/19,NORTH CAROLINA,NC STATE,07:20,06:12,68,33-21,36-23,1,HUFFMAN.BRANDON,JOHNSON.CAMERON,LITTLE.NASSIR,WHITE.COBY,WILLIAMS.KENNY,2.0,1,2,0,0,1,2,0,0,1,0,0,1,0,0,1,1.88,1,1,1,1,0,0,0,2,1,0,0,1,0,0,0
9,02/05/19,NORTH CAROLINA,NC STATE,06:12,04:37,95,36-23,40-27,0,LITTLE.NASSIR,MAYE.LUKE,ROBINSON.BRANDON,WHITE.COBY,WILLIAMS.KENNY,1.88,1,1,1,1,0,0,2,2,0,0,0,1,0,1,0,3.0,2,3,2,3,0,0,0,0,0,0,0,0,0,0,1
10,02/05/19,NORTH CAROLINA,NC STATE,04:37,03:50,47,40-27,44-29,2,JOHNSON.CAMERON,LITTLE.NASSIR,MAYE.LUKE,ROBINSON.BRANDON,WHITE.COBY,2.88,1,2,1,2,0,0,2,2,1,0,0,1,0,1,1,2.0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1
11,02/05/19,NORTH CAROLINA,NC STATE,03:50,00:00,230,44-29,56-40,1,JOHNSON.CAMERON,LITTLE.NASSIR,ROBINSON.BRANDON,WHITE.COBY,WILLIAMS.KENNY,6.76,4,6,3,4,1,2,3,4,3,1,2,1,1,0,2,6.32,4,8,2,6,2,2,1,3,0,1,4,0,0,0,3
12,02/05/19,NORTH CAROLINA,NC STATE,00:00,00:00,0,56-40,56-40,0,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,02/05/19,NORTH CAROLINA,NC STATE,20:00,20:00,0,56-40,56-40,0,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,02/05/19,NORTH CAROLINA,NC STATE,20:00,17:08,172,56-40,65-46,3,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,6.0,4,5,3,4,1,1,0,0,4,1,0,3,1,0,2,6.44,3,5,3,4,0,1,0,1,1,1,0,1,1,1,1
15,02/05/19,NORTH CAROLINA,NC STATE,17:08,16:38,30,65-46,67-48,0,JOHNSON.CAMERON,LITTLE.NASSIR,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,1.88,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,2
16,02/05/19,NORTH CAROLINA,NC STATE,16:38,15:28,70,67-48,69-48,2,JOHNSON.CAMERON,LITTLE.NASSIR,MAYE.LUKE,WILLIAMS.KENNY,WOODS.SEVENTH,2.0,1,2,1,1,0,1,0,0,0,0,0,2,0,1,1,2.0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0
17,02/05/19,NORTH CAROLINA,NC STATE,15:28,14:09,79,69-48,77-50,6,BROOKS.GARRISON,JOHNSON.CAMERON,LITTLE.NASSIR,WILLIAMS.KENNY,WOODS.SEVENTH,4.32,3,3,3,3,0,0,2,3,2,0,0,2,0,0,0,3.0,1,4,1,4,0,0,0,0,0,0,1,0,0,0,2
18,02/05/19,NORTH CAROLINA,NC STATE,14:09,13:39,30,77-50,77-52,-2,BROOKS.GARRISON,LITTLE.NASSIR,ROBINSON.BRANDON,WILLIAMS.KENNY,WOODS.SEVENTH,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
19,02/05/19,NORTH CAROLINA,NC STATE,13:39,13:09,30,77-52,77-52,0,LITTLE.NASSIR,MAYE.LUKE,ROBINSON.BRANDON,WILLIAMS.KENNY,WOODS.SEVENTH,2.0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20,02/05/19,NORTH CAROLINA,NC STATE,13:09,11:53,76,77-52,80-54,1,JOHNSON.CAMERON,LITTLE.NASSIR,MAYE.LUKE,ROBINSON.BRANDON,WOODS.SEVENTH,1.88,1,1,1,1,0,0,1,2,0,0,0,1,0,0,1,2.0,1,3,1,1,0,2,0,0,0,0,1,1,0,0,1
21,02/05/19,NORTH CAROLINA,NC STATE,11:53,11:14,39,80-54,82-58,-2,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,PLATEK.ANDREW,WHITE.COBY,2.88,0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,3.3200000000000003,1,1,1,1,0,0,2,3,1,1,0,0,1,0,1
22,02/05/19,NORTH CAROLINA,NC STATE,11:14,10:36,38,82-58,84-63,-3,HUFFMAN.BRANDON,JOHNSON.CAMERON,MAYE.LUKE,PLATEK.ANDREW,WHITE.COBY,1.88,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,2.44,2,3,2,3,0,0,1,1,1,0,1,0,0,0,1
23,02/05/19,NORTH CAROLINA,NC STATE,10:36,09:54,42,84-63,88-68,-1,HUFFMAN.BRANDON,MAYE.LUKE,PLATEK.ANDREW,ROBINSON.BRANDON,WHITE.COBY,2.88,1,2,1,1,0,1,2,2,1,0,0,0,0,0,1,1.88,1,1,0,0,1,1,2,2,1,0,0,0,0,0,1
24,02/05/19,NORTH CAROLINA,NC STATE,09:54,09:34,20,88-68,91-68,3,BROOKS.GARRISON,MAYE.LUKE,PLATEK.ANDREW,ROBINSON.BRANDON,WHITE.COBY,1.44,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
25,02/05/19,NORTH CAROLINA,NC STATE,09:34,06:53,161,91-68,96-74,-1,BROOKS.GARRISON,LITTLE.NASSIR,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,5.44,2,4,2,4,0,0,1,1,1,3,2,2,0,1,2,4.32,2,5,2,5,0,0,2,3,0,0,2,0,2,2,1
26,02/05/19,NORTH CAROLINA,NC STATE,06:53,05:07,106,96-74,101-79,0,BROOKS.GARRISON,LITTLE.NASSIR,MAYE.LUKE,WILLIAMS.KENNY,WOODS.SEVENTH,3.0,2,2,1,1,1,1,0,0,2,1,0,1,0,0,1,3.88,2,4,2,4,0,0,1,2,1,0,1,0,0,0,0
27,02/05/19,NORTH CAROLINA,NC STATE,05:07,04:12,55,101-79,106-79,5,BROOKS.GARRISON,JOHNSON.CAMERON,LITTLE.NASSIR,WHITE.COBY,WILLIAMS.KENNY,1.88,1,2,0,1,1,1,2,2,1,0,1,0,2,0,0,2.0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1
28,02/05/19,NORTH CAROLINA,NC STATE,04:12,04:02,10,106-79,107-79,1,BROOKS.GARRISON,LITTLE.NASSIR,PLATEK.ANDREW,ROBINSON.BRANDON,WHITE.COBY,0.88,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
29,02/05/19,NORTH CAROLINA,NC STATE,04:02,03:19,43,107-79,107-82,-3,BROOKS.GARRISON,LITTLE.NASSIR,PLATEK.ANDREW,ROBINSON.BRANDON,WOODS.SEVENTH,2.0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,1,2.0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
30,02/05/19,NORTH CAROLINA,NC STATE,03:19,01:45,94,107-82,113-88,0,LITTLE.NASSIR,MILLER.WALKER,PLATEK.ANDREW,ROBINSON.BRANDON,WOODS.SEVENTH,4.88,2,3,2,2,0,1,2,2,2,1,0,1,0,0,1,3.88,2,3,2,2,0,1,2,2,2,0,0,1,1,0,1
31,02/05/19,NORTH CAROLINA,NC STATE,01:45,00:00,105,113-88,113-96,-8,ELLIS.CALEB,MILLER.WALKER,PLATEK.ANDREW,RUSH.SHEA,SMITH.KJ,3.0,0,3,0,2,0,1,0,0,0,0,0,0,0,1,3,4.2,2,4,2,4,0,0,4,5,1,0,2,3,0,1,0
32,02/05/19,NORTH CAROLINA,NC STATE,00:00,00:00,0,113-96,113-96,0,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,02/09/19,NORTH CAROLINA,MIAMI,20:00,13:55,365,0-0,9-12,-3,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,13.0,4,9,3,6,1,3,0,0,2,4,0,5,2,0,2,13.88,5,11,5,10,0,1,2,2,1,3,1,5,3,0,1
1,02/09/19,NORTH CAROLINA,MIAMI,13:55,12:05,110,9-12,9-12,0,JOHNSON.CAMERON,LITTLE.NASSIR,MAYE.LUKE,WILLIAMS.KENNY,WOODS.SEVENTH,3.0,0,3,0,1,0,2,0,0,0,0,0,2,0,0,0,3.0,0,2,0,0,0,2,0,0,0,1,0,3,0,0,1
2,02/09/19,NORTH CAROLINA,MIAMI,12:05,10:01,124,9-12,14-12,5,BROOKS.GARRISON,JOHNSON.CAMERON,LITTLE.NASSIR,ROBINSON.BRANDON,WOODS.SEVENTH,3.0,2,5,1,4,1,1,0,0,0,0,2,0,2,0,1,2.0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1
3,02/09/19,NORTH CAROLINA,MIAMI,10:01,07:08,173,14-12,19-17,0,BROOKS.GARRISON,LITTLE.NASSIR,MAYE.LUKE,ROBINSON.BRANDON,WOODS.SEVENTH,5.0,2,5,1,3,1,2,0,0,2,0,0,3,0,1,1,5.0,2,5,1,2,1,3,0,0,1,0,0,3,0,0,0
4,02/09/19,NORTH CAROLINA,MIAMI,07:08,04:51,137,19-17,24-19,3,HUFFMAN.BRANDON,LITTLE.NASSIR,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,3.88,2,2,2,2,0,0,1,2,1,1,0,3,0,2,2,5.0,1,5,1,4,0,1,0,0,1,1,1,1,0,0,1
5,02/09/19,NORTH CAROLINA,MIAMI,04:51,04:05,46,24-19,24-22,-3,HUFFMAN.BRANDON,JOHNSON.CAMERON,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,2.0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1.0,1,1,0,0,1,1,0,0,1,0,0,2,0,0,0
6,02/09/19,NORTH CAROLINA,MIAMI,04:05,02:39,86,24-22,26-26,-2,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,3.0,1,3,1,2,0,1,0,0,0,0,0,1,0,0,0,4.0,2,4,2,3,0,1,0,0,1,1,1,2,0,0,0
7,02/09/19,NORTH CAROLINA,MIAMI,02:39,01:23,76,26-26,26-26,0,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,PLATEK.ANDREW,WOODS.SEVENTH,1.0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,1.0,0,3,0,1,0,2,0,0,0,0,2,1,0,1,0
8,02/09/19,NORTH CAROLINA,MIAMI,01:23,00:00,83,26-26,31-30,1,JOHNSON.CAMERON,LITTLE.NASSIR,MAYE.LUKE,PLATEK.ANDREW,WOODS.SEVENTH,3.3200000000000003,1,2,1,2,0,0,3,3,1,0,0,0,1,0,1,2.88,1,1,1,1,0,0,2,2,0,1,0,1,0,0,2
9,02/09/19,NORTH CAROLINA,MIAMI,00:00,00:00,0,31-30,31-30,0,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,02/09/19,NORTH CAROLINA,MIAMI,20:00,20:00,0,31-30,31-30,0,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,02/09/19,NORTH CAROLINA,MIAMI,20:00,17:19,161,31-30,41-34,6,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,5.44,4,4,3,3,1,1,1,1,2,1,0,1,0,0,1,5.0,2,4,2,3,0,1,0,0,0,1,0,0,1,0,2
12,02/09/19,NORTH CAROLINA,MIAMI,17:19,16:16,63,41-34,43-40,-4,JOHNSON.CAMERON,LITTLE.NASSIR,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,2.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2.0,2,2,0,0,2,2,0,0,1,0,0,0,0,0,0
13,02/09/19,NORTH CAROLINA,MIAMI,16:16,13:01,195,43-40,47-48,-4,BROOKS.GARRISON,LITTLE.NASSIR,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,4.44,1,4,0,3,1,1,1,1,1,0,0,1,0,0,0,4.0,3,4,1,2,2,2,0,0,1,0,0,3,0,0,1
14,02/09/19,NORTH CAROLINA,MIAMI,13:01,09:55,186,47-48,49-53,-3,BROOKS.GARRISON,JOHNSON.CAMERON,LITTLE.NASSIR,MAYE.LUKE,WOODS.SEVENTH,4.88,1,2,1,2,0,0,0,2,1,2,0,2,0,0,1,5.88,1,4,0,2,1,2,2,2,1,2,1,2,2,0,1
15,02/09/19,NORTH CAROLINA,MIAMI,09:55,05:47,248,49-53,59-63,0,BROOKS.GARRISON,JOHNSON.CAMERON,LITTLE.NASSIR,WHITE.COBY,WILLIAMS.KENNY,4.88,3,4,1,2,2,2,2,2,1,0,0,1,0,0,2,5.44,4,5,3,3,1,2,1,1,2,0,0,1,0,1,3
16,02/09/19,NORTH CAROLINA,MIAMI,05:47,02:27,200,59-63,68-69,3,JOHNSON.CAMERON,LITTLE.NASSIR,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,4.88,3,6,1,2,2,4,1,2,0,0,2,2,1,0,0,5.0,2,6,0,2,2,4,0,0,2,1,2,1,0,0,1
17,02/09/19,NORTH CAROLINA,MIAMI,02:27,02:21,6,68-69,71-69,3,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,1.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,02/09/19,NORTH CAROLINA,MIAMI,02:21,00:41,100,71-69,74-75,-3,JOHNSON.CAMERON,LITTLE.NASSIR,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,2.0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,1,2.0,2,3,0,0,2,3,0,0,1,0,1,1,0,0,0
19,02/09/19,NORTH CAROLINA,MIAMI,00:41,00:17,24,74-75,74-77,-2,JOHNSON.CAMERON,MAYE.LUKE,ROBINSON.BRANDON,WHITE.COBY,WILLIAMS.KENNY,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
20,02/09/19,NORTH CAROLINA,MIAMI,00:17,00:00,17,74-77,77-77,3,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,1.0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
21,02/09/19,NORTH CAROLINA,MIAMI,00:00,00:00,0,77-77,77-77,0,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,02/09/19,NORTH CAROLINA,MIAMI,05:00,05:00,0,77-77,77-77,0,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,02/09/19,NORTH CAROLINA,MIAMI,05:00,00:12,288,77-77,88-85,3,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,8.76,3,7,2,4,1,3,4,4,2,1,1,3,2,1,0,8.0,3,6,1,3,2,3,0,0,0,2,0,3,0,0,2
24,02/09/19,NORTH CAROLINA,MIAMI,00:12,00:00,12,88-85,88-85,0,JOHNSON.CAMERON,MAYE.LUKE,ROBINSON.BRANDON,WHITE.COBY,WILLIAMS.KENNY,1.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,02/09/19,NORTH CAROLINA,MIAMI,00:00,00:00,0,88-85,88-85,0,,,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,02/11/19,NORTH CAROLINA,VIRGINIA,20:00,14:07,353,0-0,11-16,-5,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,9.0,4,8,1,2,3,6,0,0,4,2,1,2,0,0,1,9.0,6,9,2,4,4,5,0,0,4,1,1,3,1,0,1
1,02/11/19,NORTH CAROLINA,VIRGINIA,14:07,12:06,121,11-16,12-19,-2,JOHNSON.CAMERON,LITTLE.NASSIR,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,2.88,0,2,0,2,0,0,1,2,0,1,1,1,0,0,1,3.88,1,2,1,2,0,0,1,2,0,1,0,2,1,0,1
2,02/11/19,NORTH CAROLINA,VIRGINIA,12:06,11:43,23,12-19,12-19,0,JOHNSON.CAMERON,MAYE.LUKE,ROBINSON.BRANDON,WHITE.COBY,WILLIAMS.KENNY,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,02/11/19,NORTH CAROLINA,VIRGINIA,11:43,10:21,82,12-19,12-19,0,BROOKS.GARRISON,JOHNSON.CAMERON,ROBINSON.BRANDON,WHITE.COBY,WILLIAMS.KENNY,1.0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,02/11/19,NORTH CAROLINA,VIRGINIA,10:21,09:30,51,12-19,15-19,3,BROOKS.GARRISON,JOHNSON.CAMERON,ROBINSON.BRANDON,WILLIAMS.KENNY,WOODS.SEVENTH,2.0,1,1,0,0,1,1,0,0,1,1,0,2,0,0,0,2.0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
5,02/11/19,NORTH CAROLINA,VIRGINIA,09:30,08:37,53,15-19,18-19,3,BROOKS.GARRISON,JOHNSON.CAMERON,PLATEK.ANDREW,ROBINSON.BRANDON,WOODS.SEVENTH,1.0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6,02/11/19,NORTH CAROLINA,VIRGINIA,08:37,07:55,42,18-19,18-21,-2,BROOKS.GARRISON,PLATEK.ANDREW,ROBINSON.BRANDON,WILLIAMS.KENNY,WOODS.SEVENTH,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1
7,02/11/19,NORTH CAROLINA,VIRGINIA,07:55,07:07,48,18-21,18-21,0,BROOKS.GARRISON,MAYE.LUKE,PLATEK.ANDREW,WILLIAMS.KENNY,WOODS.SEVENTH,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8,02/11/19,NORTH CAROLINA,VIRGINIA,07:07,03:46,201,18-21,24-31,-4,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,5.0,3,7,3,6,0,1,0,0,1,0,2,1,0,1,2,5.88,3,5,1,3,2,2,2,2,3,0,0,2,0,2,1
9,02/11/19,NORTH CAROLINA,VIRGINIA,03:46,00:00,226,24-31,29-36,0,JOHNSON.CAMERON,MAYE.LUKE,ROBINSON.BRANDON,WHITE.COBY,WILLIAMS.KENNY,7.0,2,8,1,4,1,4,0,0,2,0,1,1,0,1,1,5.88,2,3,2,3,0,0,1,2,1,2,0,4,0,1,1
10,02/11/19,NORTH CAROLINA,VIRGINIA,20:00,11:32,508,29-36,49-43,13,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,12.44,8,14,5,7,3,7,1,1,6,0,2,5,2,1,1,12.32,2,10,1,5,1,5,2,3,2,3,2,4,0,1,2
11,02/11/19,NORTH CAROLINA,VIRGINIA,11:32,09:25,127,49-43,51-45,0,BROOKS.GARRISON,MAYE.LUKE,ROBINSON.BRANDON,WHITE.COBY,WILLIAMS.KENNY,2.88,0,3,0,2,0,1,2,2,0,0,1,1,0,0,0,2.0,1,2,1,1,0,1,0,0,0,0,0,2,0,0,1
12,02/11/19,NORTH CAROLINA,VIRGINIA,09:25,06:52,153,51-45,55-51,-2,JOHNSON.CAMERON,MAYE.LUKE,ROBINSON.BRANDON,WHITE.COBY,WILLIAMS.KENNY,4.0,2,4,2,3,0,1,0,0,1,0,0,2,0,0,1,3.88,2,3,1,2,1,1,1,2,1,0,0,1,0,1,0
13,02/11/19,NORTH CAROLINA,VIRGINIA,06:52,06:07,45,55-51,55-55,-4,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,ROBINSON.BRANDON,WHITE.COBY,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.88,1,1,0,0,1,1,1,2,1,0,0,0,1,0,0
14,02/11/19,NORTH CAROLINA,VIRGINIA,06:07,02:27,220,55-55,59-61,-2,BROOKS.GARRISON,MAYE.LUKE,ROBINSON.BRANDON,WHITE.COBY,WILLIAMS.KENNY,3.88,1,3,1,2,0,1,2,2,1,1,1,2,0,0,2,4.44,3,4,3,3,0,1,0,1,1,0,0,1,0,0,3
15,02/11/19,NORTH CAROLINA,VIRGINIA,02:27,00:00,147,59-61,61-69,-6,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,5.0,1,10,1,5,0,5,0,0,0,1,6,2,0,0,3,3.76,2,2,0,0,2,2,2,4,2,0,0,2,1,1,0
0,02/16/19,NORTH CAROLINA,WAKE FOREST,20:00,15:12,288,0-0,12-0,12,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,8.0,5,7,3,4,2,3,0,0,1,2,1,4,2,1,1,8.0,0,5,0,2,0,3,0,0,0,4,1,1,0,0,1
1,02/16/19,NORTH CAROLINA,WAKE FOREST,15:12,14:54,18,12-0,12-0,0,JOHNSON.CAMERON,LITTLE.NASSIR,MAYE.LUKE,WHITE.COBY,WILLIAMS.KENNY,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,02/16/19,NORTH CAROLINA,WAKE FOREST,14:54,13:12,102,12-0,18-3,3,JOHNSON.CAMERON,LITTLE.NASSIR,MAYE.LUKE,ROBINSON.BRANDON,WHITE.COBY,2.0,2,3,0,0,2,3,0,0,2,0,1,1,0,0,1,2.0,1,3,0,0,1,3,0,0,1,0,1,0,0,0,0
3,02/16/19,NORTH CAROLINA,WAKE FOREST,13:12,11:27,105,18-3,20-3,2,BROOKS.GARRISON,JOHNSON.CAMERON,LITTLE.NASSIR,WILLIAMS.KENNY,WOODS.SEVENTH,4.0,1,2,1,2,0,0,0,0,0,2,0,3,0,0,1,3.0,0,4,0,2,0,2,0,0,0,0,1,1,0,1,0
4,02/16/19,NORTH CAROLINA,WAKE FOREST,11:27,09:21,126,20-3,27-5,5,BROOKS.GARRISON,LITTLE.NASSIR,MAYE.LUKE,WILLIAMS.KENNY,WOODS.SEVENTH,4.0,3,3,2,2,1,1,0,0,1,1,0,2,0,1,1,4.0,1,4,1,3,0,1,0,0,0,1,1,0,0,0,1
5,02/16/19,NORTH CAROLINA,WAKE FOREST,09:21,08:01,80,27-5,32-7,3,BROOKS.GARRISON,JOHNSON.CAMERON,MAYE.LUKE,ROBINSON.BRANDON,WHITE.COBY,3.0,2,2,1,1,1,1,0,0,2,1,0,2,0,0,0,3.0,1,3,1,1,0,2,0,0,0,0,0,0,0,0,0
6,02/16/19,NORTH CAROLINA,WAKE FOREST,08:01,07:38,23,32-7,32-7,0,JOHNSON.CAMERON,LITTLE.NASSIR,MAYE.LUKE,ROBINSON.BRANDON,WHITE.COBY,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7,02/16/19,NORTH CAROLINA,WAKE FOREST,07:38,06:26,72,32-7,35-7,3,BROOKS.GARRISON,JOHNSON.CAMERON,LITTLE.NASSIR,ROBINSON.BRANDON,WHITE.COBY,2.0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
